Type,Localisation,Latitude,Longitude,Title,Price,Tags
Appartements Casablanca,Gauthier à Casablanca,33.58891909184207,-7.628674507141113,Vente apparement à Gauthier,4 200 000 DH,"['244 m²', '6 Pièces', '3 Chambres']"
Appartements Casablanca,Bourgogne Ouest à Casablanca,33.60260889174782,-7.651441735164781,Duplexe bourgogne ouest proche badr 159 m2,1 700 000 DH,"['159 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '1-5 ans', '5ème étage']"
Maisons Casablanca,Polo à Casablanca,33.55980214584251,-7.618444739670508,Maison à l'achat darchitecte à Polo. 3 chambres agréables. Garage et terrasse,6 500 000 DH,"['350 m²', '5 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '1-5 ans']"
Maisons Casablanca,Hay Al Qods à Casablanca,33.53819880225619,-7.667446617997314,Superbe maison à vendre à Hay Alaymoune. Superficie 281 m²,5 000 000 DH,"['281 m²', '6 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans']"
Villas & maisons de luxe Casablanca,Polo à Casablanca,,,Terrain à vendre à POLO,9 000 000 DH,"['1010 m²', '9 Pièces', '5 Chambres', '4 Salles de bains', 'À rénover']"
Appartements Casablanca,CIL (Hay Salam) à Casablanca,33.568845330971634,-7.659179238513303,Vend appartement à avenue sidi abderhmane face au caf. Superficie 131 m²,2 300 000 DH,"['131 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '3ème étage']"
Appartements Casablanca,Racine à Casablanca,,,Vente appartement à Racine,3 980 000 DH,"['210 m²', '6 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '5-10 ans']"
Villas & maisons de luxe Casablanca,Californie à Casablanca,,,Villa à vendre à californie,16 000 000 DH,"['1100 m²', '8 Pièces', '5 Chambres', '4 Salles de bains', 'Nouveau', '1-5 ans']"
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Villa à vendre à Californie résidence fermée,7 500 000 DH,"['370 m²', '8 Pièces', '4 Chambres', '3 Salles de bains', 'Nouveau', '5-10 ans']"
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Vente appartement Sijelmassi a Racine,3 360 000 DH,"['191 m²', '5 Pièces', '3 Chambres', '3 Salles de bains', '2ème étage']"
Appartements Casablanca,Riviera à Casablanca,,,A vendre appartement résidence sécurisée Maarif,1 800 000 DH,"['120 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '1-5 ans']"
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Superbe appartement à vendre à Racine. Surface totale 140 m². Grande terrasse,2 300 000 DH,"['140 m²', '5 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état']"
Villas & maisons de luxe Casablanca,Polo à Casablanca,33.55890485159198,-7.623021298912704,Belle villa au Polo,15 500 000 DH,"['1000 m²', '8 Pièces', '4 Chambres', '6 Salles de bains', 'Bon état', '10-20 ans']"
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,33.57241456102425,-7.6640313863752,Belle villa à vendre Cil,12 000 000 DH,"['845 m²', '8 Pièces', '4 Chambres', '5 Salles de bains', 'Bon état', '10-20 ans']"
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.5320075462679,-7.616862947014511,Villa semi finie avec vue dominante Habitation ou bureau,9 500 000 DH,"['1053 m²', '6 Pièces', '5 Chambres', '5 Salles de bains', 'Nouveau']"
Appartements Casablanca,Gauthier à Casablanca,33.58891909184207,-7.628674507141113,Grand appartement à Gauthier,3 300 000 DH,"['222 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'À rénover', '20-30 ans', '4ème étage']"
Appartements Casablanca,Palmier à Casablanca,33.58228726871767,-7.625117897987252,Bel appartement avec belle terrasse sans vis à vis,3 950 000 DH,"['217 m²', '5 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '20-30 ans', '4ème étage']"
Appartements Casablanca,Racine Extension à Casablanca,33.5925744206239,-7.644542455673189,Grand appartement Velodrome,3 200 000 DH,"['156 m²', '6 Pièces', '4 Chambres', '3 Salles de bains', 'À rénover', '10-20 ans', '3ème étage']"
Appartements Casablanca,Les princesses à Casablanca,33.575082850966,-7.651183605194092,Grand appartement standing sans vis à vis,3 200 000 DH,"['198 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '5-10 ans', '5ème étage']"
Appartements Casablanca,Bourgogne Ouest à Casablanca,33.59758527567848,-7.645293474197359,Bel appartement en hauteur à Al Manar,2 400 000 DH,"['150 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans', '4ème étage']"
Appartements Casablanca,Burger à Casablanca,33.57174384224919,-7.64727596193552,Bel Appartement avec terrasse sur Ghandi,2 650 000 DH,"['167 m²', '5 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '5-10 ans', '5ème étage']"
Appartements Casablanca,Al Qods à Casablanca,,,Appartement en vente à Al Qods. 3 belles chambres. Garage.,,"['62 m²', '2 Pièces', '3 Chambres', '1 Salle de bain', 'Bon état']"
Appartements Casablanca,Hay Arrahma à Casablanca,33.59878544316002,-7.567605972290039,Appartement à vendre à Hay Arrahma. 2 chambres agréables. Système de parabole et résidence sécurisée,490 000 DH,"['68 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '4ème étage']"
Appartements Casablanca,Maârif à Casablanca,,,Appartement en vente à Maârif. 3 pièces.,2 300 000 DH,"['116 m²', '3 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '1-5 ans']"
Villas & maisons de luxe Casablanca,Sidi Maarouf à Casablanca,,,Villa de haut standing à vendre à Sidi Maarouf. Surface de 250 m².,4 600 000 DH,"['250 m²', '4 Pièces', '6 Chambres', '4 Salles de bains', 'Nouveau', '5-10 ans']"
Appartements Casablanca,Sidi Moumen à Casablanca,,,Superbe appartement à vendre à Sidi Moumen. Surface de 100 m². Ascenseur et terrasse,,"['100 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', ""Moins d'un an"", '5ème étage']"
Appartements Casablanca,Les princesses à Casablanca,33.582133862529446,-7.656237377057607,A vendre appart sur les princesses de 105 m2 complétement retaper,1 390 000 DH,"['105 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '3ème étage']"
Appartements Casablanca,Palmier à Casablanca,33.582691153596286,-7.624170575290918,Appartement haut standing 135m2 au Palmier,2 000 000 DH,"['135 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '5ème étage']"
Appartements Casablanca,Derb Ghalef à Casablanca,33.57407222207927,-7.627317699999992,"Vente d'un bel appartement à Derb Ghalef. Superficie 116 m². Salon typique marocain, résidence sécurisée",,"['116 m²', '4 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '10-20 ans', '3ème étage']"
Appartements Casablanca,Californie à Casablanca,33.54016346466093,-7.6133438887869715,Appartement Californie Casablanca,1 650 000 DH,"['140 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '1er étage']"
Appartements Casablanca,Les princesses à Casablanca,33.57449397958097,-7.647514343261747,Appartement Neuf à la vente aux Princesses,1 550 000 DH,"['76 m²', '5 Pièces', '2 Chambres', '1 Salle de bain', 'Nouveau', ""Moins d'un an"", '1er étage']"
Appartements Casablanca,Racine à Casablanca,33.58886466637517,-7.645626068115263,Vente Appartement de 156 m² à Racine,2 400 000 DH,"['156 m²', '5 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '10-20 ans', '1er étage']"
Appartements Casablanca,Garage Allal à Casablanca,33.55436009467133,-7.579193115234375,Le prix de vente est celui de notre achat,890 000 DH,"['89 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau', '1-5 ans', '8ème étage']"
Appartements Casablanca,Val Fleury à Casablanca,,,Duplex 113m² en vente a val fleury,1 470 000 DH,"['113 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '1-5 ans', '4ème étage']"
Appartements Casablanca,Ferme Bretonne (Hay Arraha) à Casablanca,33.5608510182527,-7.647085189819336,plusieurs Appart Neuf à vendre au Ferme bretonne Hay,2 900 000 DH,"['122 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', ""Moins d'un an"", '1er étage']"
Appartements Casablanca,Racine à Casablanca,,,"Appartement 240 m² à vendre, Racine, Casablanca",5 100 000 DH,"['240 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état']"
Appartements Casablanca,Oulfa à Casablanca,,,Appartement a farah salam oulfa,,"['49 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '1er étage']"
Appartements Casablanca,El Manar - El Hank à Casablanca,,,Appartement à vendre à Bourgogne,1 250 000 DH,"['93 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '5ème étage']"
Appartements Casablanca,Les princesses à Casablanca,,,Opportunite Studio De Luxe Les princesses,1 050 000 DH,"['60 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '5-10 ans', '7ème étage']"
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,,,TOP EMPLACEMENT CIL,8 500 000 DH,"['600 m²', '6 Pièces', '4 Chambres', '4 Salles de bains', 'À rénover', '5-10 ans']"
Villas & maisons de luxe Casablanca,Longchamps (Hay Al Hanâa) à Casablanca,33.57751418572474,-7.664079666137695,VILLA à REFAIRE TOP EMPLACEMENT LONCHAMPS,12 000 000 DH,"['700 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', ""Moins d'un an""]"
Appartements Casablanca,Maârif à Casablanca,,,Appartement à l'achat à Maârif. Surface totale 400 m²,,"['400 m²', '5 Pièces', '5 Chambres', '6 Salles de bains', 'Bon état', '5-10 ans', '3ème étage']"
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Villa**CALIFORNIE (((( proche ecole americaine )))),13 000 000 DH,"['1000 m²', '7 Pièces', '5 Chambres', '6 Salles de bains', 'Bon état', '10-20 ans']"
Villas & maisons de luxe Casablanca,Californie à Casablanca,,,Villa**CALIFORNIE ((( proche ecole Americaine))),19 000 000 DH,"['1100 m²', '8 Pièces', '6 Chambres', '6 Salles de bains', 'Bon état', '5-10 ans']"
Appartements Casablanca,Maârif Extension à Casablanca,,,Studio bien place,700 000 DH,"['40 m²', '1 Pièce', '1 Chambre', '1 Salle de bain', 'Nouveau', '1-5 ans', '3ème étage']"
Appartements Casablanca,Hay Zobir à Casablanca,33.53765386957437,-7.68171392824371,Appartement standing pour vente au préstige oulfa,1 090 000 DH,"['95 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '1er étage']"
Appartements Casablanca,Les Hôpitaux à Casablanca,33.5726023949879,-7.61584281921381,Bel appartement de 4 chambres au quartier 2 mars,2 500 000 DH,"['200 m²', '5 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans', '4ème étage']"
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Veilla à vendre Ain Diab,33 000 000 DH,"['1613 m²', '7 Pièces', '4 Chambres', '4 Salles de bains', 'Bon état', '10-20 ans']"
Appartements Casablanca,Oulfa à Casablanca,,,Vente apprt à Oulfa Al Azhar,400 000 DH,"['50 m²', '1 Pièce', '3 Chambres', '1 Salle de bain', 'Bon état', '1-5 ans', '3ème étage']"
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,Appartement à Vendre à Maarif Centre sup 153 m2,2 600 000 DH,"['153 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '2ème étage']"
Appartements Casablanca,Val Fleury à Casablanca,33.57519011717882,-7.636785507202148,Tres bel appart a vendre,2 100 000 DH,"['130 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', ""Moins d'un an"", '1er étage']"
Appartements Casablanca,Maârif à Casablanca,,,Tres bel appart a vendre,1 900 000 DH,"['127 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '1-5 ans', '4ème étage']"
Villas & maisons de luxe Casablanca,Ain Diab Extension à Casablanca,,,Belle villa a vendre,8 000 000 DH,"['320 m²', '6 Pièces', '4 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans']"
Appartements Casablanca,Al Qods à Casablanca,,,Bel appartement à vendre à Al Qods. Surface de 44 m². Antenne parabolique et sécurité.,300 000 DH,"['44 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Nouveau']"
Appartements Casablanca,Hermitage à Casablanca,33.569251916295755,-7.613825798034526,Appartement en vente de 144 m2 à 2mars/Anoual,1 600 000 DH,"['144 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '4ème étage']"
Appartements Casablanca,Maârif à Casablanca,,,Appartement à vendre au quartier Maarif,2 400 000 DH,"['138 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5ème étage']"
Appartements Casablanca,Sidi Othmane à Casablanca,33.55747150733868,-7.567906379699707,Bel appartement à vendre à Sidi Othmane. 2 pièces. Porte blindée et parabole,425 000 DH,"['61 m²', '4 Pièces', '2 Chambres', '1 Salle de bain', 'Nouveau', ""Moins d'un an"", '3ème étage']"
Appartements Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Appartement à vendre à porte californie,1 700 000 DH,"['121 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état']"
Appartements Casablanca,Racine à Casablanca,,,Joli appartement,1 850 000 DH,"['126 m²', '3 Chambres', '2 Salles de bains']"
Appartements Casablanca,Casablanca,33.57601248704883,-7.603912353515625,Dernier etage soleil proche boulevard massira,1 600 000 DH,"['96 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']"
Appartements Casablanca,Les princesses à Casablanca,,,Beau produit avec terrasse 25m2,1 800 000 DH,"['157 m²', '3 Chambres', '2 Salles de bains', '4ème étage']"
Appartements Casablanca,Derb Ghalef à Casablanca,33.57407222207927,-7.627317699999992,"Vente d'un bel appartement à Derb Ghalef. Superficie 116 m². Salon typique marocain, résidence sécurisée",,"['116 m²', '4 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '10-20 ans', '3ème étage']"
Appartements Casablanca,Californie à Casablanca,33.54016346466093,-7.6133438887869715,Appartement Californie Casablanca,1 650 000 DH,"['140 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '1er étage']"
Appartements Casablanca,Les princesses à Casablanca,33.57449397958097,-7.647514343261747,Appartement Neuf à la vente aux Princesses,1 550 000 DH,"['76 m²', '5 Pièces', '2 Chambres', '1 Salle de bain', 'Nouveau', ""Moins d'un an"", '1er étage']"
Appartements Casablanca,Racine à Casablanca,33.58886466637517,-7.645626068115263,Vente Appartement de 156 m² à Racine,2 400 000 DH,"['156 m²', '5 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '10-20 ans', '1er étage']"
Appartements Casablanca,Garage Allal à Casablanca,33.55436009467133,-7.579193115234375,Le prix de vente est celui de notre achat,890 000 DH,"['89 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau', '1-5 ans', '8ème étage']"
Appartements Casablanca,Val Fleury à Casablanca,33.57519011717882,-7.636785507202148,Duplex 113m² en vente a val fleury,1 470 000 DH,"['113 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '1-5 ans', '4ème étage']"
Appartements Casablanca,Ferme Bretonne (Hay Arraha) à Casablanca,33.5608510182527,-7.647085189819336,plusieurs Appart Neuf à vendre au Ferme bretonne Hay,2 900 000 DH,"['122 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', ""Moins d'un an"", '1er étage']"
Appartements Casablanca,Racine à Casablanca,,,"Appartement 240 m² à vendre, Racine, Casablanca",5 100 000 DH,"['240 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état']"
Appartements Casablanca,Oulfa à Casablanca,,,Appartement a farah salam oulfa,,"['49 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '1er étage']"
Appartements Casablanca,El Manar - El Hank à Casablanca,,,Appartement à vendre à Bourgogne,1 250 000 DH,"['93 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '5ème étage']"
Appartements Casablanca,Les princesses à Casablanca,33.57154299116339,-7.636313438415527,Opportunite Studio De Luxe Les princesses,1 050 000 DH,"['60 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '5-10 ans', '7ème étage']"
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,33.57243690885356,-7.657556533813477,TOP EMPLACEMENT CIL,8 500 000 DH,"['600 m²', '6 Pièces', '4 Chambres', '4 Salles de bains', 'À rénover', '5-10 ans']"
Villas & maisons de luxe Casablanca,Longchamps (Hay Al Hanâa) à Casablanca,33.57751418572474,-7.664079666137695,VILLA à REFAIRE TOP EMPLACEMENT LONCHAMPS,12 000 000 DH,"['700 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', ""Moins d'un an""]"
Appartements Casablanca,Maârif à Casablanca,,,Appartement à l'achat à Maârif. Surface totale 400 m²,,"['400 m²', '5 Pièces', '5 Chambres', '6 Salles de bains', 'Bon état', '5-10 ans', '3ème étage']"
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Villa**CALIFORNIE (((( proche ecole americaine )))),13 000 000 DH,"['1000 m²', '7 Pièces', '5 Chambres', '6 Salles de bains', 'Bon état', '10-20 ans']"
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Villa**CALIFORNIE ((( proche ecole Americaine))),19 000 000 DH,"['1100 m²', '8 Pièces', '6 Chambres', '6 Salles de bains', 'Bon état', '5-10 ans']"
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,Studio bien place,700 000 DH,"['40 m²', '1 Pièce', '1 Chambre', '1 Salle de bain', 'Nouveau', '1-5 ans', '3ème étage']"
Appartements Casablanca,Hay Zobir à Casablanca,33.53765386957437,-7.68171392824371,Appartement standing pour vente au préstige oulfa,1 090 000 DH,"['95 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '1er étage']"
Appartements Casablanca,Les Hôpitaux à Casablanca,33.5726023949879,-7.61584281921381,Bel appartement de 4 chambres au quartier 2 mars,2 500 000 DH,"['200 m²', '5 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans', '4ème étage']"
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,,,Veilla à vendre Ain Diab,33 000 000 DH,"['1613 m²', '7 Pièces', '4 Chambres', '4 Salles de bains', 'Bon état', '10-20 ans']"
Appartements Casablanca,Oulfa à Casablanca,,,Vente apprt à Oulfa Al Azhar,400 000 DH,"['50 m²', '1 Pièce', '3 Chambres', '1 Salle de bain', 'Bon état', '1-5 ans', '3ème étage']"
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,Appartement à Vendre à Maarif Centre sup 153 m2,2 600 000 DH,"['153 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '2ème étage']"
Appartements Casablanca,Val Fleury à Casablanca,33.57519011717882,-7.636785507202148,Tres bel appart a vendre,2 100 000 DH,"['130 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', ""Moins d'un an"", '1er étage']"
Appartements Casablanca,Maârif à Casablanca,33.58602331802259,-7.636442184448242,Tres bel appart a vendre,1 900 000 DH,"['127 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '1-5 ans', '4ème étage']"
Villas & maisons de luxe Casablanca,Ain Diab Extension à Casablanca,,,Belle villa a vendre,8 000 000 DH,"['320 m²', '6 Pièces', '4 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans']"
Appartements Casablanca,Al Qods à Casablanca,33.557167523684654,-7.59829044342041,Bel appartement à vendre à Al Qods. Surface de 44 m². Antenne parabolique et sécurité.,300 000 DH,"['44 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Nouveau']"
Appartements Casablanca,Hermitage à Casablanca,33.569251916295755,-7.613825798034526,Appartement en vente de 144 m2 à 2mars/Anoual,1 600 000 DH,"['144 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '4ème étage']"
Appartements Casablanca,Maârif à Casablanca,,,Appartement à vendre au quartier Maarif,2 400 000 DH,"['138 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5ème étage']"
Appartements Casablanca,Sidi Othmane à Casablanca,33.55747150733868,-7.567906379699707,Bel appartement à vendre à Sidi Othmane. 2 pièces. Porte blindée et parabole,425 000 DH,"['61 m²', '4 Pièces', '2 Chambres', '1 Salle de bain', 'Nouveau', ""Moins d'un an"", '3ème étage']"
Appartements Casablanca,Californie à Casablanca,,,Appartement à vendre à porte californie,1 700 000 DH,"['121 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état']"
Appartements Casablanca,Racine à Casablanca,,,Joli appartement,1 850 000 DH,"['126 m²', '3 Chambres', '2 Salles de bains']"
Appartements Casablanca,Casablanca,33.57601248704883,-7.603912353515625,Dernier etage soleil proche boulevard massira,1 600 000 DH,"['96 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']"
Appartements Casablanca,Les princesses à Casablanca,,,Beau produit avec terrasse 25m2,1 800 000 DH,"['157 m²', '3 Chambres', '2 Salles de bains', '4ème étage']"
Appartements Casablanca,Gauthier à Casablanca,,,Bel Appartement 149 m2 3ch à Gauthier,2 100 000 DH,"['149 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '3ème étage']"
Appartements Casablanca,Casablanca,,,Californie residence calme et verdoyante,2 800 000 DH,"['161 m²', '3 Chambres', '2 Salles de bains']"
Villas & maisons de luxe Casablanca,Casablanca,33.57601248704883,-7.603912353515625,Propriete de charme/ ideal gite ou camping,2 000 000 DH,"['4000 m²', '2 Chambres', '1 Salle de bain']"
Villas & maisons de luxe Casablanca,Anfa à Casablanca,,,Soleil et calme,18 500 000 DH,['1071 m²']
Villas & maisons de luxe Casablanca,Anfa à Casablanca,,,Soleil et calme,18 500 000 DH,['1071 m²']
Appartements Casablanca,Triangle d'Or à Casablanca,,,Haut standingtriangle d or,2 450 000 DH,"['159 m²', '5 Pièces', '3 Chambres', '2 Salles de bains']"
Appartements Casablanca,La Gironde à Casablanca,,,"Appartement sans vis à vis, orientée sud",1 100 000 DH,"['96 m²', '4 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '2ème étage']"
Appartements Casablanca,Casablanca,33.57601248704883,-7.603912353515625,Cosy appartement a la vente princesse,1 800 000 DH,"['128 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', '3ème étage']"
Appartements Casablanca,Les princesses à Casablanca,33.57154299116339,-7.636313438415527,Bel studio 54 m² en vente les princesses,970 000 DH,"['54 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Nouveau', ""Moins d'un an"", '7ème étage']"
Appartements Casablanca,Racine à Casablanca,,,Appartement à vendre 214 m² à Racine,2 800 000 DH,"['214 m²', '6 Pièces', '4 Chambres', '3 Salles de bains', 'À rénover']"
Appartements Casablanca,Oulfa à Casablanca,,,Résidence moderne de prestige,620 000 DH,"['77 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau', ""Moins d'un an"", '1er étage']"
Appartements Casablanca,Oulfa à Casablanca,,,Résidence moderne de prestige,600 000 DH,"['75 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau', ""Moins d'un an"", '2ème étage']"
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,VENTE D'UN BEL APPARTEMENT DE 114M² MAARIF EXT,1 280 000 DH,"['114 m²', '4 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état']"
Appartements Casablanca,Casablanca Finance City à Casablanca,33.5585265011327,-7.605092525482178,Sublime studio à vendre,1 500 000 DH,"['45 m²', '2 Pièces', '1 Chambre', '2 Salles de bains', 'Nouveau', '1-5 ans', '2ème étage']"
Appartements Casablanca,Ferme Bretonne (Hay Arraha) à Casablanca,33.572365395778974,-7.669143676757983,Appartement de 50m² en vente Résidence Al Amal,1 591 000 DH,"['86 m²', '1 Chambre', '2 Salles de bains']"
Appartements Casablanca,Ferme Bretonne (Hay Arraha) à Casablanca,33.572365395778974,-7.669143676757983,Appartement de 63m² en vente Résidence Al Amal,1 933 350 DH,"['113 m²', '2 Chambres', '2 Salles de bains']"
Appartements Casablanca,Ferme Bretonne (Hay Arraha) à Casablanca,33.572365395778974,-7.669143676757983,Appartement de 65m² en vente Résidence Al Amal,1 794 500 DH,"['107 m²', '2 Chambres', '2 Salles de bains']"
Appartements Casablanca,Les Hôpitaux à Casablanca,33.57797899192462,-7.62000560760498,Vente Appartement 2 Mars Casablanca,1 900 000 DH,"['142 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '4ème étage']"
Appartements Casablanca,Racine à Casablanca,33.57797899192462,-7.62000560760498,Vente Appartement Quartier Racine Casablanca,2 800 000 DH,"['214 m²', '6 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans', '2ème étage']"
Appartements Casablanca,Anfa à Casablanca,33.596175974504256,-7.657470703125,Appartement en vente à Anfa. Surface de 127 m². Ascenseur et places de parking.,2 280 000 DH,"['127 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '5-10 ans', '3ème étage']"
Appartements Casablanca,Anfa à Casablanca,,,Appartement à vendre à Anfa. 3 belles chambres. Ascenseur et places de parking.,,"['127 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '3ème étage']"
Appartements Casablanca,Sidi Moumen à Casablanca,,,Appartement à vendre à Sidi Moumen. Superficie 72 m²,370 000 DH,"['72 m²', '4 Pièces', '3 Chambres', '1 Salle de bain', 'Bon état', '10-20 ans']"
Villas & maisons de luxe Casablanca,Oulfa à Casablanca,33.55627344791359,-7.67918586730957,Villa a coté de marjan oulfa 1,3 500 000 DH,"['251 m²', '4 Pièces', '11 Chambres', '4 Salles de bains', 'Bon état', '10-20 ans']"
Maisons Casablanca,Hay Zobir à Casablanca,,,À vendre maison sur 4 niveaux cave RDC 2 ETG,3 800 000 DH,"['85 m²', '10 Pièces', '3 Chambres', '4 Salles de bains', 'Bon état', '10-20 ans']"
Villas & maisons de luxe Casablanca,Californie à Casablanca,,,Villa Ultra Moderne de 1633 m2 à Californie,28 000 000 DH,"['1633 m²', '8 Pièces', '4 Chambres', '3 Salles de bains', 'Nouveau', '1-5 ans']"
Villas & maisons de luxe Casablanca,Anfa Supérieur à Casablanca,,,Villa 1465m² à ANFA SUPÉRIEURE,24 000 000 DH,"['1465 m²', '9 Pièces', '4 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans']"
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,,,Villa de 535 m2 à CIL,8 000 000 DH,"['535 m²', '7 Pièces', '4 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans']"
