Type,Localisation,Latitude,Longitude,Title,Price,Tags
Appartements Casablanca,Racine à Casablanca,,,"Appartement à vendre, Racine",2 800 000 DH,"['126 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '2ème étage']"
Villas & maisons de luxe Casablanca,Ain Diab Extension à Casablanca,33.57640223480511,-7.697060108184786,DV. 557: Villa de maitre avec piscine à Aïn Diab:,18 000 000 DH,"['1426 m²', '10 Pièces', '6 Chambres', '6 Salles de bains', 'Bon état', '5-10 ans']"
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.52322191659885,-7.630777359008789,DV. 420: Superbe Villa de 1134 m² à Californie:,14 000 000 DH,"['724 m²', '10 Pièces', '6 Chambres', '7 Salles de bains', 'Bon état', '10-20 ans']"
Appartements Casablanca,Maârif Extension à Casablanca,33.58467371121882,-7.644124031066866,DV. 608: Bel Apt de 114 m² à Bir Anzarane:,1 750 000 DH,"['114 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '4ème étage']"
Villas & maisons de luxe Casablanca,Ain Diab Extension à Casablanca,33.5701842185467,-7.70639419555664,Superbe Villa avec piscine à Aïn Diab:,8 300 000 DH,"['478 m²', '8 Pièces', '5 Chambres', '5 Salles de bains', 'Bon état', '5-10 ans']"
Appartements Casablanca,Palmier à Casablanca,33.581591959344806,-7.631034851074332,DV. 629: Superbe 3 Ch à Palmier:,1 900 000 DH,"['122 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '5ème étage']"
Appartements Casablanca,Racine à Casablanca,33.5906726749347,-7.638759613037223,DV. 674: Superbe 3 Ch à Racine:,3 600 000 DH,"['183 m²', '5 Pièces', '4 Chambres', '4 Salles de bains', 'Bon état', '10-20 ans', '4ème étage']"
Appartements Casablanca,Bourgogne Ouest à Casablanca,,,Appartement à vendre à Bourgogne Ouest. Surface de 83 m²,590 000 DH,"['83 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '20-30 ans', '4ème étage']"
Appartements Casablanca,Anassi à Casablanca,33.59016530000001,-7.492851700000017,Vente d'un bel appartement à Anassi. 2 pièces confortables. Ascenseur et terrasse.,650 000 DH,"['75 m²', '2 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état']"
Appartements Casablanca,Bourgogne Est à Casablanca,33.591064046823725,-7.556705474853516,Beau studio de haut standing à vendre Bourgoune,1 000 000 DH,"['47 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '3ème étage']"
Appartements Casablanca,Gauthier à Casablanca,,,Opportunité à gauthier,2 500 000 DH,"['176 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '3ème étage']"
Appartements Casablanca,Californie à Casablanca,,,Appartement au RDC de 123m² en vente California Parc,2 210 800 DH,"['123 m²', '3 Pièces', '2 Chambres', 'Nouveau']"
Appartements Casablanca,Californie à Casablanca,,,Appartement de 125m² en vente California Parc,2 292 450 DH,"['125 m²', '4 Pièces', '3 Chambres', 'Nouveau', '2ème étage']"
Appartements Casablanca,Californie à Casablanca,,,Appartement de 137m² en vente California Parc,2 129 100 DH,"['137 m²', '3 Pièces', '2 Chambres', 'Nouveau', '3ème étage']"
Appartements Casablanca,Californie à Casablanca,,,Appartement de 148m² en vente California Parc,2 694 800 DH,"['148 m²', '4 Pièces', '3 Chambres', 'Nouveau', '2ème étage']"
Appartements Casablanca,Californie à Casablanca,,,Appartement au RDC de 124m² en vente California Parc,2 228 400 DH,"['124 m²', '3 Pièces', '2 Chambres', 'Nouveau']"
Appartements Casablanca,Californie à Casablanca,,,Appartement de 138m² en vente California Parc,2 168 180 DH,"['138 m²', '3 Pièces', '2 Chambres', 'Nouveau', '3ème étage']"
Appartements Casablanca,Californie à Casablanca,,,Appartement de 145m² en vente California Parc,2 721 750 DH,"['145 m²', '4 Pièces', '3 Chambres', 'Nouveau', '1er étage']"
Appartements Casablanca,Californie à Casablanca,,,Appartement de 144m² en vente California Parc,2 594 400 DH,"['144 m²', '4 Pièces', '3 Chambres', 'Nouveau', '1er étage']"
Appartements Casablanca,Palmier à Casablanca,,,"Appartement à vendre, Palmier",3 700 000 DH,"['265 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état']"
Appartements Casablanca,Oasis à Casablanca,,,Dernier etage ensoleille,2 700 000 DH,"['128 m²', '4 Pièces', '3 Chambres', '2 Salles de bains']"
Villas & maisons de luxe Casablanca,Centre Ville à Casablanca,,,Villa art deco proche starbucks anfa,15 500 000 DH,"['890 m²', '4 Chambres', '2 Salles de bains']"
Villas & maisons de luxe Casablanca,Anfa à Casablanca,,,Villa à vendre de 122m2 quartier Anfa,3 400 000 DH,['122 m²']
Appartements Casablanca,Oulfa à Casablanca,,,Votre Appt Haut Standing Dans une résidence100% Piétonne,861 000 DH,"['82 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau', '3ème étage']"
Appartements Casablanca,Oulfa à Casablanca,,,Appartement acheté Un Salon Meublé OFFERT,600 000 DH,"['75 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau', ""Moins d'un an"", '2ème étage']"
Appartements Casablanca,Les princesses à Casablanca,33.57504405145796,-7.646653342488548,Appartement en vente aux princesses. 3 belles chambres. Avec garage et ascenseur,2 400 000 DH,"['158 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans', '4ème étage']"
Appartements Casablanca,Racine à Casablanca,,,VENTE APPARTEMENT TRES HAUT STANDING TERRASSE RACINE,6 000 000 DH,"['266 m²', '7 Pièces', '4 Chambres', '4 Salles de bains', 'Nouveau', ""Moins d'un an"", '3ème étage']"
Appartements Casablanca,Les princesses à Casablanca,,,Bel appartement en vente quartier les princesse,2 000 000 DH,"['138 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '4ème étage']"
Appartements Casablanca,Les Hôpitaux à Casablanca,,,Appartements EN LOCATION haut S sur BD abdelmoumen,2 400 000 DH,"['151 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '1-5 ans', '5ème étage']"
Appartements Casablanca,Triangle d'Or à Casablanca,33.586846277644604,-7.637307099920491,Rare. Magnifique et spacieux appartement en vente,4 800 000 DH,"['264 m²', '6 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '1-5 ans', '1er étage']"
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Racine vente appartement terrasse 177 m²,4 200 000 DH,"['177 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état']"
Villas & maisons de luxe Casablanca,Anfa à Casablanca,,,Av villa piscine anfa golf casablanca,,"['987 m²', '11 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '20-30 ans']"
Villas & maisons de luxe Casablanca,Oasis à Casablanca,33.55702447218315,-7.6348114013671875,Av villa emplacement premium oasis casablanca,11 600 000 DH,"['1058 m²', '12 Pièces', '6 Chambres', '4 Salles de bains', 'Bon état', '10-20 ans']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement de 55m² en vente Luxoria Oasis,1 264 660 DH,"['55 m²', '1 Chambre', '1 Salle de bain', '4ème étage']"
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Appartement à l'achat à Racine. Surface totale 165 m². Antenne parabolique et Porte blindée,2 500 000 DH,"['165 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '3ème étage']"
Appartements Casablanca,Bourgogne Ouest à Casablanca,33.598304662993705,-7.644252777099609,Appartement bourgogne,2 450 000 DH,"['120 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Nouveau', '3ème étage']"
Appartements Casablanca,Gauthier à Casablanca,33.59424563181959,-7.610692977905273,A Vendre appartement à Gauthier,1 737 300 DH,"['98 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '6ème étage']"
Appartements Casablanca,Derb Ghalef à Casablanca,,,Bel appartement à vendre,1 350 000 DH,"['101 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '1-5 ans', '6ème étage']"
Appartements Casablanca,La Gironde à Casablanca,33.57708513162621,-7.602968215942383,"Appartement sans vis à vis, orienté sud",1 100 000 DH,"['96 m²', '4 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '2ème étage']"
Appartements Casablanca,Aïn Sebaâ à Casablanca,,,Appartement en vente al wifak ain sebaa,320 000 DH,"['50 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '2ème étage']"
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Vente Villa 1105m² La Colline,12 000 000 DH,"['1105 m²', '8 Pièces', '4 Chambres', '4 Salles de bains', 'Bon état', '10-20 ans']"
Appartements Casablanca,Bourgogne Ouest à Casablanca,,,Vente appartement a bourgogne,,"['60 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '10-20 ans', '7ème étage']"
Appartements Casablanca,Hay Alhoda à Casablanca,,,Vente appartement,530 000 DH,"['69 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '3ème étage']"
Appartements Casablanca,Maârif Extension à Casablanca,,,Appartement haut standing à vendre,1 200 000 DH,"['83 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau', ""Moins d'un an"", '2ème étage']"
Appartements Casablanca,Californie à Casablanca,,,Appartement de 134m² en vente California Parc,2 528 950 DH,"['134 m²', '4 Pièces', '3 Chambres', 'Nouveau', '3ème étage']"
Appartements Casablanca,Les Hôpitaux à Casablanca,,,Duplex neuf haut standing à Casablanca. Opportunité à saisir,2 012 500 DH,"['129 m²', '3 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', ""Moins d'un an"", '5ème étage']"
Villas & maisons de luxe Casablanca,Polo à Casablanca,33.55884836108079,-7.617988586425781,♦️Opportunité a saisir villa 3 façades 1434 m2♦️,13 500 000 DH,"['1434 m²', '8 Pièces', '6 Chambres', '4 Salles de bains', 'Bon état', '10-20 ans']"
Appartements Casablanca,Oasis à Casablanca,,,Très bel appartement en vente,2 850 000 DH,"['195 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '1-5 ans', '1er étage']"
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,33.56700174635298,-7.652921676635685,SUPERBE opportunité: Triplex a vendre sur CIL,5 990 000 DH,"['361 m²', '7 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '5-10 ans']"
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Penthouse de luxe de 250m² à vendre sur Racine,6 000 000 DH,"['250 m²', '6 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '5ème étage']"
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,33.57243690885356,-7.657556533813477,Maison de haut standing à vendre à CIL Hay Salam. Superficie 940 m². Places de stationnement et terrasse,16 520 000 DH,"['944 m²', '9 Pièces', '7 Chambres', '6 Salles de bains', 'Bon état']"
Appartements Casablanca,Gauthier à Casablanca,,,Superbe appartement à vendre à Gauthier. 2 chambres. Ascenseur et stationnement,2 450 000 DH,"['167 m²', '3 Pièces', '2 Chambres', '3 Salles de bains', 'Bon état', '5-10 ans', '2ème étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement de 56m² en vente Luxoria Oasis,1 286 380 DH,"['56 m²', '1 Chambre', '1 Salle de bain', '5ème étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 46m² + 2m² de terrasse en vente Luxoria Oasis,1 050 660 DH,"['47 m²', '1 Chambre', '1 Salle de bain', '3ème étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement de 41m² en vente Luxoria Oasis,947 400 DH,"['41 m²', '1 Chambre', '1 Salle de bain', '2ème étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement de 56m² en vente Luxoria Oasis,1 268 400 DH,"['56 m²', '1 Chambre', '1 Salle de bain', '2ème étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 45m² + 33m² de terrasse en vente Luxoria Oasis,1 223 060 DH,"['58 m²', '1 Chambre', '1 Salle de bain', '1er étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 47m² + 4m² de terrasse en vente Luxoria Oasis,1 039 960 DH,"['49 m²', '1 Chambre', '1 Salle de bain', '1er étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement de 55m² en vente Luxoria Oasis,1 247 000 DH,"['55 m²', '1 Chambre', '1 Salle de bain', '1er étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 54m² + 8m² de terrasse en vente Luxoria Oasis,1 280 170 DH,"['58 m²', '1 Chambre', '1 Salle de bain', '1er étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 42m² + 64m² de terrasse en vente Luxoria Oasis,1 317 080 DH,"['63 m²', '1 Chambre', '1 Salle de bain', '1er étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement de 42m² en vente Luxoria Oasis,968 800 DH,"['42 m²', '1 Chambre', '1 Salle de bain', '2ème étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 52m² en vente Luxoria Oasis,1 154 980 DH,"['52 m²', '1 Chambre', '1 Salle de bain', '3ème étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 35m² + 4m² de terrasse en vente Luxoria Oasis,802 415 DH,"['37 m²', '1 Chambre', '1 Salle de bain', '3ème étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 39m² + 4m² de terrasse en vente Luxoria Oasis,947 400 DH,"['41 m²', '1 Chambre', '1 Salle de bain']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 38m² + 3m² terrasse en vente Luxoria Oasis,915 300 DH,"['40 m²', '1 Chambre', '1 Salle de bain', '3ème étage']"
Appartements Casablanca,Casablanca Finance City à Casablanca,,,"Appartement F3 en vente 98m², NEXT HOUSE CASA ANFA",1 824 000 DH,"['98 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau']"
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.5320075462679,-7.616862947014511,Villa à vendre californie zone commerciale,,"['1250 m²', '15 Pièces', '15 Chambres', '5 Salles de bains', 'Bon état']"
Appartements Casablanca,Hay Zobir à Casablanca,33.55065739774895,-7.693630316775255,Bel appartement à vendre,730 000 DH,"['65 m²', '5 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '1er étage']"
Appartements Casablanca,Californie à Casablanca,33.5320075462679,-7.616862947014511,Vente Appartement neuf 104m² Californie,1 350 000 DH,"['104 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau']"
Appartements Casablanca,Palmier à Casablanca,,,"Magnifique appartement à la vente, palmier",1 500 000 DH,"['93 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau']"
Appartements Casablanca,Les princesses à Casablanca,,,Superbe appartement à vendre à Les princesses. Parking et ascenseur,990 000 DH,"['45 m²', '1 Pièce', '1 Chambre', '1 Salle de bain', 'Nouveau']"
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Somptueuse Villa 5000m2 à vendre à Californie,44 800 000 DH,"['5000 m²', '12 Pièces', '7 Chambres', '6 Salles de bains', 'À rénover', '20-30 ans']"
Appartements Casablanca,Gauthier à Casablanca,,,Appartement a vendre a Gautier avec cour,3 500 000 DH,"['210 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '1er étage']"
Appartements Casablanca,Gauthier à Casablanca,33.5889190918421,-7.62867450714111,Appartement 347 m2 dont une terrasse de 209 m2,3 800 000 DH,"['347 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '5-10 ans', '6ème étage']"
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,Appartement 124m² Maarif Extention 1MDH,1 000 000 DH,"['124 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '20-30 ans', '4ème étage']"
Appartements Casablanca,Les Hôpitaux à Casablanca,33.57976970955664,-7.617312669754256,Splendide Appart en Vente à 2 Mars rue de sebta,2 900 000 DH,"['214 m²', '12 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '2ème étage']"
Appartements Casablanca,Californie à Casablanca,,,Appartement de 134m² en vente California Parc,2 528 950 DH,"['134 m²', '4 Pièces', '3 Chambres', 'Nouveau', '3ème étage']"
Appartements Casablanca,Les Hôpitaux à Casablanca,33.57797899192462,-7.62000560760498,Duplex neuf haut standing à Casablanca. Opportunité à saisir,2 012 500 DH,"['129 m²', '3 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', ""Moins d'un an"", '5ème étage']"
Villas & maisons de luxe Casablanca,Polo à Casablanca,,,♦️Opportunité a saisir villa 3 façades 1434 m2♦️,13 500 000 DH,"['1434 m²', '8 Pièces', '6 Chambres', '4 Salles de bains', 'Bon état', '10-20 ans']"
Appartements Casablanca,Oasis à Casablanca,33.55702447218315,-7.6348114013671875,Très bel appartement en vente,2 850 000 DH,"['195 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '1-5 ans', '1er étage']"
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,33.56700174635298,-7.652921676635685,SUPERBE opportunité: Triplex a vendre sur CIL,5 990 000 DH,"['361 m²', '7 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '5-10 ans']"
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Penthouse de luxe de 250m² à vendre sur Racine,6 000 000 DH,"['250 m²', '6 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '5ème étage']"
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,,,Maison de haut standing à vendre à CIL Hay Salam. Superficie 940 m². Places de stationnement et terrasse,16 520 000 DH,"['944 m²', '9 Pièces', '7 Chambres', '6 Salles de bains', 'Bon état']"
Appartements Casablanca,Gauthier à Casablanca,,,Superbe appartement à vendre à Gauthier. 2 chambres. Ascenseur et stationnement,2 450 000 DH,"['167 m²', '3 Pièces', '2 Chambres', '3 Salles de bains', 'Bon état', '5-10 ans', '2ème étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement de 56m² en vente Luxoria Oasis,1 286 380 DH,"['56 m²', '1 Chambre', '1 Salle de bain', '5ème étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 46m² + 2m² de terrasse en vente Luxoria Oasis,1 050 660 DH,"['47 m²', '1 Chambre', '1 Salle de bain', '3ème étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement de 41m² en vente Luxoria Oasis,947 400 DH,"['41 m²', '1 Chambre', '1 Salle de bain', '2ème étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement de 56m² en vente Luxoria Oasis,1 268 400 DH,"['56 m²', '1 Chambre', '1 Salle de bain', '2ème étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 45m² + 33m² de terrasse en vente Luxoria Oasis,1 223 060 DH,"['58 m²', '1 Chambre', '1 Salle de bain', '1er étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 47m² + 4m² de terrasse en vente Luxoria Oasis,1 039 960 DH,"['49 m²', '1 Chambre', '1 Salle de bain', '1er étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement de 55m² en vente Luxoria Oasis,1 247 000 DH,"['55 m²', '1 Chambre', '1 Salle de bain', '1er étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 54m² + 8m² de terrasse en vente Luxoria Oasis,1 280 170 DH,"['58 m²', '1 Chambre', '1 Salle de bain', '1er étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 42m² + 64m² de terrasse en vente Luxoria Oasis,1 317 080 DH,"['63 m²', '1 Chambre', '1 Salle de bain', '1er étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement de 42m² en vente Luxoria Oasis,968 800 DH,"['42 m²', '1 Chambre', '1 Salle de bain', '2ème étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 52m² en vente Luxoria Oasis,1 154 980 DH,"['52 m²', '1 Chambre', '1 Salle de bain', '3ème étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 35m² + 4m² de terrasse en vente Luxoria Oasis,802 415 DH,"['37 m²', '1 Chambre', '1 Salle de bain', '3ème étage']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 39m² + 4m² de terrasse en vente Luxoria Oasis,947 400 DH,"['41 m²', '1 Chambre', '1 Salle de bain']"
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 38m² + 3m² terrasse en vente Luxoria Oasis,915 300 DH,"['40 m²', '1 Chambre', '1 Salle de bain', '3ème étage']"
Appartements Casablanca,Casablanca Finance City à Casablanca,,,"Appartement F3 en vente 98m², NEXT HOUSE CASA ANFA",1 824 000 DH,"['98 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau']"
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.5320075462679,-7.616862947014511,Villa à vendre californie zone commerciale,,"['1250 m²', '15 Pièces', '15 Chambres', '5 Salles de bains', 'Bon état']"
Appartements Casablanca,Hay Zobir à Casablanca,33.55065739774895,-7.693630316775255,Bel appartement à vendre,730 000 DH,"['65 m²', '5 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '1er étage']"
Appartements Casablanca,Californie à Casablanca,33.5320075462679,-7.616862947014511,Vente Appartement neuf 104m² Californie,1 350 000 DH,"['104 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau']"
Appartements Casablanca,Palmier à Casablanca,,,"Magnifique appartement à la vente, palmier",1 500 000 DH,"['93 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau']"
Appartements Casablanca,Les princesses à Casablanca,33.57154299116339,-7.636313438415527,Superbe appartement à vendre à Les princesses. Parking et ascenseur,990 000 DH,"['45 m²', '1 Pièce', '1 Chambre', '1 Salle de bain', 'Nouveau']"
Villas & maisons de luxe Casablanca,Californie à Casablanca,,,Somptueuse Villa 5000m2 à vendre à Californie,44 800 000 DH,"['5000 m²', '12 Pièces', '7 Chambres', '6 Salles de bains', 'À rénover', '20-30 ans']"
Appartements Casablanca,Gauthier à Casablanca,,,Appartement a vendre a Gautier avec cour,3 500 000 DH,"['210 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '1er étage']"
Appartements Casablanca,Gauthier à Casablanca,33.5889190918421,-7.62867450714111,Appartement 347 m2 dont une terrasse de 209 m2,3 800 000 DH,"['347 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '5-10 ans', '6ème étage']"
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,Appartement 124m² Maarif Extention 1MDH,1 000 000 DH,"['124 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '20-30 ans', '4ème étage']"
Appartements Casablanca,Les Hôpitaux à Casablanca,33.57976970955664,-7.617312669754256,Splendide Appart en Vente à 2 Mars rue de sebta,2 900 000 DH,"['214 m²', '12 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '2ème étage']"
Appartements Casablanca,Palmier à Casablanca,,,Apoartement à la vente en étage élevé palmier,3 500 000 DH,"['262 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '5-10 ans', '6ème étage']"
Appartements Casablanca,Gauthier à Casablanca,,,Appartement 4 chambres à Gauthier àla vente,3 300 000 DH,"['198 m²', '6 Pièces', '4 Chambres', '3 Salles de bains', 'Nouveau', '5-10 ans', '6ème étage']"
Appartements Casablanca,Val Fleury à Casablanca,33.57519011717882,-7.636785507202148,Vente appartement 124m² val fleuri,2 000 000 DH,"['124 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau']"
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,,,Maison de luxe à vendre à Casablanca. 2 pièces. Porte sécurisée et chauffage central,8 300 000 DH,"['477 m²', '2 Pièces', '1 Chambre', '2 Salles de bains', 'Bon état']"
Appartements Casablanca,Les princesses à Casablanca,,,Appartement de 125m² en vente MAYFAIR RÉSIDENCE,1 760 000 DH,"['125 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau', ""Moins d'un an""]"
Appartements Casablanca,Bourgogne Ouest à Casablanca,,,Duplex en vente à Bourgogne Ouest. Superficie 53 m². Ascenseur,1 007 000 DH,"['53 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Nouveau', '5ème étage']"
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Villa de 5400 m² à vendre à Californie,60 000 000 DH,"['5400 m²', '3 Pièces', '5 Chambres', '5 Salles de bains', 'Bon état']"
Villas & maisons de luxe Casablanca,Ain Diab Extension à Casablanca,,,Villa de 1430 m² à vendre à Ain Diab extension,17 000 000 DH,"['1430 m²', '4 Pièces', '4 Chambres', '4 Salles de bains', 'Bon état']"
Appartements Casablanca,Les princesses à Casablanca,33.57154299116339,-7.636313438415527,Appartement à vendre au quartier les princesses,2 900 000 DH,"['177 m²', '6 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '1-5 ans']"
Appartements Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,"Terrasse vegetalisee de 48m2, vrai bijou",1 700 000 DH,"['148 m²', '2 Chambres', '2 Salles de bains']"
Appartements Casablanca,Casablanca,33.57601248704883,-7.603912353515625,Bon investissemnt locatif moderne meuble princesses,1 050 000 DH,"['59 m²', '1 Chambre', '1 Salle de bain', '7ème étage']"
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,,,Villa d'angle au CIL à vendre,8 500 000 DH,"['492 m²', '9 Pièces', '5 Chambres', '4 Salles de bains', 'À rénover', '20-30 ans']"
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,Appartement à vendre 5eme étage 140 m2 Maarif Exte,2 450 000 DH,"['140 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '5ème étage']"
Appartements Casablanca,Californie à Casablanca,33.524709493386695,-7.607078248528126,Appartement Rez-de-jardin de 189m² en vente UTOPIA,1 917 500 DH,"['189 m²', '4 Pièces', '3 Chambres', '2 Salles de bains']"
Appartements Casablanca,Californie à Casablanca,,,Appartement de 127m² en vente UTOPIA,1 927 400 DH,"['127 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', '3ème étage']"
Appartements Casablanca,Californie à Casablanca,,,Appartement de 106m² en vente UTOPIA,1 613 100 DH,"['106 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', '1er étage']"
