Type,Localisation,Latitude,Longitude,Price,Area,Rooms,Bedrooms,Bathrooms,Floor,Other_tags,Price_m2
Appartements,Les princesses,33.57632686457234,-7.647761609405279,2100000,118.0,2.0,2.0,1.0,7.0,"['Nouveau', '1-5 ans']",17796.610169491527
Appartements,Les princesses,,,2100000,113.0,4.0,3.0,2.0,4.0,"['Bon état', '1-5 ans']",18584.070796460175
Appartements,Maârif Extension,33.57987394514173,-7.646827697753906,1495000,106.0,3.0,2.0,2.0,2.0,"['Bon état', '5-10 ans']",14103.77358490566
Appartements,Aïn Sebaâ,,,550000,57.0,3.0,3.0,1.0,4.0,"['Bon état', '10-20 ans']",9649.122807017544
Appartements,Racine,33.592458238962855,-7.648158073425293,3300000,200.0,,3.0,2.0,,[],16500.0
Appartements,La Vilette,33.58543948422508,-7.573373318479128,820000,80.0,5.0,2.0,1.0,4.0,"['Bon état', '10-20 ans']",10250.0
Appartements,Bourgogne Ouest,33.598304662993705,-7.644252777099609,2600000,131.0,1.0,3.0,3.0,3.0,"['Bon état', '5-10 ans']",19847.32824427481
Villas,Ain Diab,33.58630932470067,-7.671375274658203,7700000,574.0,5.0,4.0,4.0,0.0,"['Bon état', '10-20 ans']",13414.634146341463
Appartements,Oasis,33.55702447218315,-7.6348114013671875,1100000,55.0,2.0,1.0,2.0,2.0,"['Nouveau', ""Moins d'un an""]",20000.0
Appartements,Ferme Bretonne (Hay Arraha),,,1810000,108.0,3.0,2.0,3.0,2.0,"['Nouveau', '1-5 ans']",16759.25925925926
Appartements,Bernoussi,,,400000,60.0,3.0,2.0,2.0,2.0,['À rénover'],6666.666666666667
Appartements,Racine,33.58941958610795,-7.641634941101245,3950000,238.0,5.0,3.0,2.0,4.0,['Bon état'],16596.638655462186
Appartements,Californie,33.53595755299843,-7.625627517700195,1725000,130.0,5.0,3.0,2.0,3.0,"['Bon état', '5-10 ans']",13269.23076923077
Appartements,La Gironde,33.585482584056265,-7.60081440210331,880000,91.0,3.0,2.0,2.0,1.0,['Nouveau'],9670.329670329671
Appartements,Les Hôpitaux,33.58009740386343,-7.615413665771371,1680000,112.0,3.0,2.0,2.0,1.0,['Nouveau'],15000.0
Appartements,Les Hôpitaux,33.58010634220034,-7.615199089050435,1287900,80.0,3.0,2.0,2.0,1.0,['Nouveau'],16098.75
Appartements,Bourgogne Est,33.591064046823725,-7.556705474853516,1050000,87.0,3.0,2.0,2.0,1.0,"['Bon état', '10-20 ans']",12068.965517241379
Appartements,Al Azhar,,,520000,84.0,5.0,3.0,1.0,2.0,['Bon état'],6190.476190476191
Appartements,Ain Borja,33.58652382908706,-7.586703300476074,1150000,132.0,2.0,2.0,2.0,5.0,"['Bon état', '10-20 ans']",8712.121212121212
Appartements,Roches Noires,33.6027183,-7.581340699999998,814000,74.0,1.0,1.0,1.0,,['Bon état'],11000.0
Appartements,Derb Loubila,33.60099650000001,-7.636546699999997,1100000,87.0,2.0,2.0,1.0,1.0,"['Bon état', '10-20 ans']",12643.67816091954
Appartements,CIL (Hay Salam),,,3100000,150.0,4.0,2.0,2.0,2.0,"['Bon état', ""Moins d'un an""]",20666.666666666668
Villas,Anfa,33.596175974504256,-7.657470703125,18500000,1000.0,9.0,5.0,5.0,0.0,['Nouveau'],18500.0
Villas,El Manar - El Hank,,,12000000,600.0,8.0,4.0,5.0,0.0,['Nouveau'],20000.0
Appartements,El Manar - El Hank,33.60468568200702,-7.656142542890507,1100000,86.0,2.0,2.0,2.0,1.0,"['Bon état', '1-5 ans']",12790.697674418605
Appartements,Bourgogne Ouest,33.598304662993705,-7.644252777099609,1300000,81.0,3.0,3.0,2.0,1.0,"['Nouveau', '5-10 ans']",16049.382716049382
Appartements,Bourgogne Ouest,33.598304662993705,-7.644252777099609,2511000,186.0,4.0,3.0,2.0,,['Bon état'],13500.0
Appartements,Bourgogne Ouest,33.598304662993705,-7.644252777099609,2850000,219.0,4.0,3.0,2.0,3.0,"['Bon état', '10-20 ans']",13013.698630136987
Appartements,Gauthier,,,1500000,74.0,2.0,1.0,1.0,1.0,"['Nouveau', ""Moins d'un an""]",20270.27027027027
Appartements,Bourgogne Ouest,33.598304662993705,-7.644252777099609,816000,48.0,2.0,1.0,2.0,,['Nouveau'],17000.0
Villas,Ain Diab,,,13000000,760.0,,4.0,4.0,0.0,[],17105.263157894737
Villas,Ain Diab,33.58630932470067,-7.671375274658203,17000000,550.0,,4.0,3.0,0.0,[],30909.090909090908
Villas,Casablanca,33.57601248704883,-7.603912353515625,15800000,500.0,,5.0,3.0,0.0,[],31600.0
Appartements,Racine Extension,,,1650000,110.0,,2.0,2.0,3.0,[],15000.0
Appartements,Maârif,33.58676336567893,-7.642317855539431,2800000,163.0,5.0,3.0,3.0,2.0,"['À rénover', '10-20 ans']",17177.914110429447
Appartements,Racine,33.592458238962855,-7.648158073425293,7000000,410.0,4.0,2.0,2.0,,['Bon état'],17073.170731707316
Appartements,Aïn Sebaâ,33.605926999999994,-7.523754800000006,750000,84.0,4.0,2.0,1.0,3.0,"['Bon état', '10-20 ans']",8928.57142857143
Appartements,Anfa,,,2150000,133.0,4.0,3.0,2.0,4.0,['Bon état'],16165.413533834586
Villas,Californie,33.53595755299843,-7.625627517700195,14000000,1200.0,6.0,5.0,4.0,0.0,['Bon état'],11666.666666666666
Appartements,Racine,33.592458238962855,-7.648158073425293,3250000,123.0,3.0,2.0,3.0,5.0,"['Nouveau', ""Moins d'un an""]",26422.764227642278
Appartements,Triangle d'Or,,,2750000,150.0,5.0,3.0,2.0,1.0,"['Bon état', '10-20 ans']",18333.333333333332
Appartements,Maârif Extension,33.57987394514173,-7.646827697753906,1890000,290.0,5.0,3.0,2.0,,"['Bon état', '5-10 ans']",6517.241379310345
Appartements,Racine,33.125368726446304,-7.856357539672842,4900000,318.0,5.0,4.0,3.0,2.0,"['Bon état', '10-20 ans']",15408.805031446542
Appartements,Al Hadika,33.5794468784035,-7.509896521506874,860000,96.0,4.0,3.0,2.0,1.0,"['Bon état', '1-5 ans']",8958.333333333334
Appartements,Franceville,33.56693022877625,-7.631549835205078,11000,249.0,8.0,5.0,3.0,1.0,"['Bon état', '10-20 ans']",44.17670682730924
Appartements,Palmier,33.58230514493684,-7.630155086517135,3100000,168.0,4.0,3.0,2.0,3.0,['Bon état'],18452.380952380954
Appartements,Oulfa,33.550774678460385,-7.697961330413676,892500,85.0,3.0,2.0,2.0,,[],10500.0
Appartements,Maârif,,,2108500,103.0,3.0,2.0,,2.0,['Nouveau'],20470.873786407767
Villas,Ain Diab Extension,33.57815776287343,-7.692489624023437,7700000,400.0,6.0,4.0,4.0,0.0,"['Bon état', '5-10 ans']",19250.0
Appartements,Triangle d'Or,33.58843957752416,-7.634968348670213,2750000,185.0,4.0,3.0,3.0,,['Bon état'],14864.864864864865
Maisons,Anassi,,,500000,84.0,4.0,2.0,1.0,0.0,"['Bon état', '1-5 ans']",5952.380952380952
Appartements,Mers Sultan,33.570156303866966,-7.609891391884787,1600000,132.0,8.0,3.0,2.0,1.0,"['Bon état', ""Moins d'un an""]",12121.212121212122
Appartements,Les Hôpitaux,33.581599790184164,-7.623044342978119,2500000,153.0,4.0,3.0,2.0,8.0,"['À rénover', '10-20 ans']",16339.869281045752
Appartements,CIL (Hay Salam),,,2500000,136.0,4.0,3.0,2.0,3.0,"['Bon état', '5-10 ans']",18382.352941176472
Appartements,Hay Zobir,33.583556471073265,-7.579107284545898,1060000,101.0,4.0,3.0,2.0,5.0,"['Nouveau', '5-10 ans']",10495.049504950495
Appartements,Californie,33.53595755299843,-7.625627517700195,1300000,100.0,4.0,2.0,2.0,3.0,"['Bon état', '10-20 ans']",13000.0
Appartements,Al Qods,33.621315100000004,-7.485869500000007,720000,76.0,4.0,3.0,1.0,4.0,"['Bon état', '5-10 ans']",9473.684210526315
Maisons,Sidi Maarouf,33.51821300640254,-7.644338607788086,2750000,320.0,8.0,5.0,5.0,0.0,"['Bon état', '1-5 ans']",8593.75
Appartements,Oulfa,,,640000,74.0,3.0,2.0,2.0,3.0,"['Bon état', '10-20 ans']",8648.648648648648
Appartements,Oulfa,,,320000,50.0,1.0,2.0,1.0,,"['Nouveau', '1-5 ans']",6400.0
Appartements,La Gironde,33.58505803848486,-7.601637840270996,1150000,109.0,4.0,3.0,2.0,3.0,"['Bon état', '5-10 ans']",10550.45871559633
Villas,Californie,,,8000000,510.0,13.0,4.0,3.0,0.0,"['Bon état', '10-20 ans']",15686.274509803921
Appartements,Racine,,,4000000,176.0,6.0,3.0,3.0,5.0,"['Bon état', '10-20 ans']",22727.272727272728
Appartements,Bourgogne Est,33.6008128653725,-7.636478394269829,10000,172.0,7.0,5.0,2.0,5.0,['Bon état'],58.13953488372093
Appartements,Racine,,,3600000,180.0,5.0,3.0,2.0,,['Bon état'],20000.0
Appartements,Les princesses,,,2150000,108.0,6.0,2.0,2.0,4.0,"['Nouveau', ""Moins d'un an""]",19907.40740740741
Appartements,Al Qods,33.614709365249574,-7.484031200000004,820000,89.0,2.0,2.0,2.0,,"['Bon état', '5-10 ans']",9213.483146067416
Appartements,Ferme Bretonne (Hay Arraha),33.5608510182527,-7.647085189819336,2500000,150.0,8.0,3.0,3.0,,"['Nouveau', ""Moins d'un an""]",16666.666666666668
Villas,Longchamps (Hay Al Hanâa),33.57751418572474,-7.664079666137695,13500000,972.0,12.0,4.0,4.0,0.0,"['À rénover', '20-30 ans']",13888.888888888889
Appartements,Racine,33.591362294665075,-7.63751877846488,2200000,112.0,4.0,3.0,3.0,5.0,"['Bon état', '10-20 ans']",19642.85714285714
Appartements,Maârif Extension,33.57987394514173,-7.646827697753906,950000,55.0,1.0,1.0,1.0,2.0,"['Bon état', '1-5 ans']",17272.727272727272
Appartements,Maârif,33.58891909184202,-7.635154724121037,4900000,318.0,7.0,5.0,4.0,3.0,"['Bon état', '1-5 ans']",15408.805031446542
Villas,Longchamps (Hay Al Hanâa),33.57751418572474,-7.664079666137695,16000000,525.0,7.0,4.0,6.0,0.0,"['Nouveau', ""Moins d'un an""]",30476.190476190477
Appartements,Oulfa,,,500000,57.0,3.0,2.0,2.0,1.0,"['Bon état', '1-5 ans']",8771.929824561403
Appartements,Oulfa,33.54566061560706,-7.697866950184107,300000,52.0,3.0,2.0,1.0,,"['Bon état', '1-5 ans']",5769.2307692307695
Appartements,Triangle d'Or,,,4200000,204.0,4.0,3.0,3.0,,[],20588.235294117647
Appartements,Sidi Maarouf,,,370000,55.0,3.0,2.0,2.0,4.0,['Bon état'],6727.272727272727
Appartements,Mers Sultan,32.34023266790936,-7.437744140625,1000000,71.0,4.0,2.0,1.0,4.0,['Bon état'],14084.507042253521
Appartements,Maârif Extension,33.57987394514173,-7.646827697753906,2500000,161.0,3.0,2.0,2.0,3.0,['Bon état'],15527.950310559007
Villas,Ain Diab,,,11950000,567.0,10.0,4.0,4.0,0.0,['Bon état'],21075.83774250441
Villas,Ain Diab,33.58630932470067,-7.671375274658203,9500000,414.0,10.0,4.0,4.0,0.0,"['Bon état', '10-20 ans']",22946.859903381643
Appartements,Californie,33.53595755299843,-7.625627517700195,1780000,110.0,4.0,3.0,2.0,5.0,['Bon état'],16181.818181818182
Maisons,Oulfa,33.54541862997427,-7.677565813064803,2500000,83.0,7.0,3.0,4.0,0.0,"['Bon état', '5-10 ans']",30120.481927710844
Appartements,Hay Mohammadi,,,660000,98.0,3.0,2.0,1.0,1.0,"['Bon état', '20-30 ans']",6734.693877551021
Appartements,Gauthier,,,3000000,200.0,4.0,3.0,2.0,,['Bon état'],15000.0
Appartements,El Manar - El Hank,33.609485874664365,-7.6515117384549,1100000,96.0,4.0,2.0,1.0,4.0,"['Bon état', '5-10 ans']",11458.333333333334
Appartements,Maârif Extension,33.57987394514173,-7.646827697753906,3200000,175.0,4.0,3.0,2.0,1.0,['Bon état'],18285.714285714286
Appartements,Californie,33.53595755299843,-7.625627517700195,1100000,86.0,2.0,2.0,2.0,3.0,"['Bon état', '5-10 ans']",12790.697674418605
Appartements,Belvédère,,,750000,85.0,3.0,2.0,1.0,5.0,"['Bon état', '10-20 ans']",8823.529411764706
Appartements,Bourgogne Ouest,33.598304662993705,-7.644252777099609,1050000,92.0,2.0,1.0,1.0,,['Bon état'],11413.04347826087
Appartements,Casablanca Finance City,,,2191500,119.0,4.0,3.0,2.0,,['Nouveau'],18415.96638655462
Appartements,Roches Noires,33.59907140752743,-7.587089538574219,900000,86.0,3.0,2.0,2.0,2.0,"['Bon état', '10-20 ans']",10465.116279069767
Villas,Ain Diab,33.58630932470067,-7.671375274658203,15500000,800.0,,4.0,3.0,0.0,[],19375.0
Villas,Port,,,39000000,800.0,,3.0,3.0,0.0,[],48750.0
Appartements,Racine,33.592458238962855,-7.648158073425293,2550000,142.0,3.0,2.0,2.0,,[],17957.74647887324
Villas,Ain Diab,,,19500000,1171.0,,4.0,,0.0,[],16652.433817250214
Appartements,Port,,,4700000,190.0,,3.0,2.0,,[],24736.842105263157
Appartements,CIL (Hay Salam),33.57243690885356,-7.657556533813477,9000000,421.0,,4.0,3.0,,[],21377.67220902613
Villas,CIL (Hay Salam),33.57243690885356,-7.657556533813477,9000000,421.0,,4.0,3.0,0.0,[],21377.67220902613
Villas,Port,33.592815720497164,-7.61277437210083,12000000,439.0,,4.0,2.0,0.0,[],27334.851936218678
Villas,Ain Diab,33.58630932470067,-7.671375274658203,7200000,550.0,,4.0,3.0,0.0,[],13090.90909090909
Appartements,Racine,,,2600000,126.0,4.0,2.0,2.0,3.0,"['Bon état', '10-20 ans']",20634.920634920636
Appartements,Maârif,33.58602331802259,-7.636442184448242,2500000,193.0,5.0,2.0,2.0,5.0,"['Bon état', '5-10 ans']",12953.36787564767
Appartements,Racine,,,1550000,83.0,2.0,1.0,1.0,5.0,"['Bon état', '1-5 ans']",18674.698795180724
Appartements,Les Hôpitaux,,,1180000,72.0,2.0,1.0,1.0,7.0,"['Bon état', '5-10 ans']",16388.88888888889
Appartements,Les Hôpitaux,,,1460000,124.0,3.0,2.0,2.0,4.0,"['Bon état', '5-10 ans']",11774.193548387097
Appartements,Palmier,,,3000000,205.0,4.0,3.0,2.0,,"['Bon état', '10-20 ans']",14634.146341463415
Appartements,Belvédère,33.5895625839363,-7.59678840637207,800000,96.0,2.0,1.0,2.0,7.0,['Bon état'],8333.333333333334
Villas,Californie,33.53595755299843,-7.625627517700195,39000000,1700.0,9.0,6.0,6.0,0.0,['Bon état'],22941.176470588234
Appartements,Riviera,33.56163776372238,-7.64124870300293,880000,40.0,2.0,1.0,1.0,,"['Nouveau', ""Moins d'un an""]",22000.0
Appartements,Derb Moulay Cherif,,,380000,55.0,2.0,2.0,1.0,4.0,"['Nouveau', '5-10 ans']",6909.090909090909
Maisons,Hay Moulay Abdellah,,,2600000,100.0,8.0,6.0,2.0,0.0,"['Bon état', '20-30 ans']",26000.0
Maisons,Hay Albaraka,33.573404400000015,-7.538712199999992,3200000,110.0,15.0,5.0,5.0,0.0,"['Bon état', '5-10 ans']",29090.909090909092
Appartements,Derb Omar,33.54895956065648,-7.581671476364136,300000,90.0,4.0,2.0,2.0,2.0,"['Bon état', '20-30 ans']",3333.3333333333335
Appartements,Gauthier,,,1500000,91.0,3.0,2.0,1.0,,['Bon état'],16483.516483516483
Appartements,Gauthier,,,2600000,150.0,4.0,3.0,2.0,,['Bon état'],17333.333333333332
Appartements,Maârif,33.56703,-7.62769,3265000,227.0,5.0,3.0,3.0,5.0,[],14383.259911894273
Appartements,Maârif,33.56703,-7.62769,1540000,106.0,3.0,2.0,2.0,3.0,[],14528.301886792453
Villas,Californie,,,6900000,436.0,7.0,4.0,4.0,0.0,"['Bon état', '10-20 ans']",15825.688073394496
Appartements,Oulfa,,,1140000,112.0,4.0,2.0,2.0,,['Bon état'],10178.57142857143
Appartements,Sidi Maarouf,33.51821300640254,-7.644338607788086,1100000,125.0,5.0,3.0,2.0,1.0,"['Bon état', '5-10 ans']",8800.0
Appartements,Bourgogne Ouest,33.598304662993705,-7.644252777099609,950000,48.0,2.0,1.0,1.0,,"['Bon état', '1-5 ans']",19791.666666666668
Appartements,Sidi Moumen,33.58770359367981,-7.524046897888184,600000,69.0,2.0,2.0,1.0,4.0,"['Bon état', '5-10 ans']",8695.652173913044
Appartements,Sidi Maarouf,33.53184500417395,-7.6491976582669,775000,70.0,3.0,2.0,1.0,3.0,"['Bon état', '10-20 ans']",11071.42857142857
Appartements,Belvédère,,,780000,51.0,2.0,1.0,1.0,1.0,"['Nouveau', ""Moins d'un an""]",15294.117647058823
Appartements,Casablanca,,,3300000,240.0,5.0,3.0,,4.0,[],13750.0
Appartements,Triangle d'Or,33.582734173084866,-7.675838470458984,4650000,192.0,5.0,3.0,3.0,,['Bon état'],24218.75
Appartements,Les Hôpitaux,33.57797899192462,-7.62000560760498,1300000,113.0,4.0,2.0,2.0,1.0,"['Bon état', '10-20 ans']",11504.424778761062
Villas,Anfa,,,25000000,602.0,,5.0,6.0,0.0,[],41528.23920265781
Appartements,Val Fleury,33.57519011717882,-7.636785507202148,1022000,73.0,4.0,2.0,2.0,5.0,"['Bon état', '5-10 ans']",14000.0
Appartements,Hermitage,33.56947353619336,-7.621116042137174,1097000,64.0,3.0,2.0,1.0,2.0,"['Nouveau', ""Moins d'un an""]",17140.625
Appartements,Triangle d'Or,,,2500000,148.0,5.0,3.0,2.0,2.0,['Bon état'],16891.891891891893
Appartements,CIL (Hay Salam),33.57302214496336,-7.655260351187849,2000000,122.0,4.0,3.0,2.0,,"['Nouveau', '1-5 ans']",16393.44262295082
Appartements,Oulfa,33.53695915269317,-7.674808502197465,649000,63.0,3.0,2.0,2.0,3.0,"['Bon état', '1-5 ans']",10301.587301587302
Appartements,Gauthier,,,2400000,150.0,5.0,3.0,2.0,,['Bon état'],16000.0
Appartements,Californie,,,1358000,97.0,4.0,3.0,2.0,,['Nouveau'],14000.0
Appartements,Bourgogne Ouest,33.597640588567145,-7.644109596009173,950000,47.0,2.0,1.0,1.0,5.0,"['Bon état', '1-5 ans']",20212.76595744681
Appartements,Aïn Sebaâ,,,380000,49.0,5.0,3.0,2.0,2.0,"['Bon état', '5-10 ans']",7755.102040816327
Appartements,Aïn Sebaâ,,,1300000,108.0,5.0,3.0,2.0,,['Bon état'],12037.037037037036
Villas,Longchamps (Hay Al Hanâa),33.5776442842984,-7.661323033716712,10500000,560.0,3.0,4.0,2.0,0.0,"['À rénover', '30-50 ans']",18750.0
Appartements,Bourgogne Ouest,,,1500000,120.0,7.0,3.0,1.0,3.0,"['Bon état', '10-20 ans']",12500.0
Appartements,Hay Salama,33.56971937037364,-7.527050971984863,830000,72.0,3.0,2.0,1.0,5.0,"['Bon état', '10-20 ans']",11527.777777777777
Appartements,Oulfa,,,520000,54.0,5.0,3.0,1.0,,['Bon état'],9629.62962962963
Appartements,Belvédère,,,1500000,150.0,3.0,2.0,2.0,3.0,"['Bon état', '20-30 ans']",10000.0
Appartements,Bernoussi,,,940000,100.0,3.0,3.0,2.0,1.0,"['Bon état', '5-10 ans']",9400.0
Appartements,Oulfa,33.55627344791359,-7.67918586730957,350000,46.0,3.0,2.0,1.0,2.0,"['Bon état', '1-5 ans']",7608.695652173913
Appartements,Nassim 1,33.52264948439997,-7.660281658172494,930000,115.0,4.0,3.0,2.0,3.0,"['Bon état', '10-20 ans']",8086.95652173913
Appartements,Les Hôpitaux,33.572427969722575,-7.616143226623564,3200000,281.0,5.0,3.0,2.0,5.0,"['Bon état', '20-30 ans']",11387.900355871887
Appartements,Belvédère,,,2400000,164.0,5.0,3.0,2.0,6.0,"['Bon état', '5-10 ans']",14634.146341463415
Villas,La Floride,,,4600000,346.0,6.0,4.0,4.0,0.0,"['Bon état', '10-20 ans']",13294.797687861272
Appartements,Riviera,33.56163776372238,-7.64124870300293,1790000,120.0,4.0,3.0,2.0,3.0,"['Bon état', '5-10 ans']",14916.666666666666
Appartements,Palmier,33.580946541729524,-7.629060745239258,2030000,135.0,4.0,3.0,2.0,6.0,"['Bon état', '10-20 ans']",15037.037037037036
Appartements,Sidi Maarouf,,,800000,79.0,3.0,2.0,2.0,,"['Bon état', '1-5 ans']",10126.582278481013
Appartements,Aïn Sebaâ,,,560000,60.0,3.0,2.0,1.0,2.0,"['Bon état', '5-10 ans']",9333.333333333334
Appartements,Oulfa,33.55627344791359,-7.67918586730957,390000,50.0,3.0,2.0,1.0,3.0,"['Bon état', '1-5 ans']",7800.0
Appartements,Ain Diab,,,2650000,172.0,4.0,3.0,3.0,1.0,"['Bon état', '10-20 ans']",15406.976744186046
Appartements,Hay Arsalan,,,820000,116.0,1.0,3.0,1.0,4.0,"['À rénover', '20-30 ans']",7068.9655172413795
Appartements,Al Hassania,32.34023266790936,-7.437744140625,594000,54.0,3.0,2.0,1.0,3.0,"['Bon état', '1-5 ans']",11000.0
Appartements,Maârif Extension,,,1650000,96.0,3.0,1.0,1.0,,"['Nouveau', '1-5 ans']",17187.5
Appartements,Gauthier,33.58891909184207,-7.628674507141113,3200000,197.0,6.0,4.0,3.0,5.0,"['Bon état', '10-20 ans']",16243.654822335026
Appartements,Belvédère,33.5895625839363,-7.59678840637207,935000,85.0,3.0,2.0,2.0,3.0,"['Bon état', '5-10 ans']",11000.0
Appartements,Val Fleury,33.57519011717882,-7.636785507202148,2400000,137.0,5.0,3.0,2.0,2.0,"['Bon état', '1-5 ans']",17518.24817518248
Villas,Polo,,,8000000,800.0,5.0,3.0,3.0,0.0,['À rénover'],10000.0
Villas,Ain Diab,33.58630932470067,-7.671375274658203,14000000,700.0,7.0,4.0,4.0,0.0,['Bon état'],20000.0
Appartements,Casablanca Finance City,,,2350000,103.0,3.0,2.0,2.0,3.0,"['Nouveau', '1-5 ans']",22815.533980582524
Appartements,Palmier,33.580946541729524,-7.629060745239258,14200,284.0,7.0,5.0,3.0,2.0,"['Bon état', '10-20 ans']",50.0
Appartements,Bourgogne Ouest,,,1550000,97.0,3.0,2.0,1.0,,['Bon état'],15979.38144329897
Appartements,Ferme Bretonne (Hay Arraha),,,2266250,115.0,4.0,3.0,2.0,,['Bon état'],19706.521739130436
Villas,Californie,,,7200000,450.0,5.0,4.0,5.0,0.0,['Bon état'],16000.0
Villas,Californie,,,16000000,1040.0,8.0,5.0,6.0,0.0,['Bon état'],15384.615384615385
Appartements,Val Fleury,33.574081693218154,-7.639102935791186,1140000,74.0,3.0,2.0,2.0,4.0,['Bon état'],15405.405405405405
Appartements,Hermitage,33.56894023166542,-7.615811517274551,870000,56.0,2.0,1.0,2.0,4.0,"['Nouveau', ""Moins d'un an""]",15535.714285714286
Appartements,Hay Arrahma,,,495000,68.0,3.0,2.0,1.0,4.0,"['Bon état', '5-10 ans']",7279.411764705882
Appartements,Les Hôpitaux,,,2760000,230.0,9.0,3.0,3.0,6.0,"['Bon état', '10-20 ans']",12000.0
