Type,Localisation,Latitude,Longitude,Price,Area,Rooms,Bedrooms,Bathrooms,Floor,Other_tags,Price_m2
Appartements,Sidi Maarouf,,,1300000,123.0,4.0,2.0,2.0,1.0,['Bon état'],10569.105691056911
Maisons,Sidi Maarouf,33.51821300640254,-7.644338607788086,2950000,303.0,5.0,5.0,5.0,0.0,"['Nouveau', '5-10 ans']",9735.973597359736
Appartements,Derb Omar,33.54895956065648,-7.581671476364136,1100000,94.0,3.0,2.0,1.0,4.0,"['Bon état', '10-20 ans']",11702.127659574468
Maisons,Hay Mohammadi,33.5849865358673,-7.561383247375488,1450000,65.0,8.0,6.0,3.0,0.0,"['Bon état', '10-20 ans']",22307.69230769231
Appartements,Hay Alhoda,,,240000,66.0,6.0,4.0,2.0,2.0,"['Bon état', '10-20 ans']",3636.3636363636365
Villas,Californie,33.53595755299843,-7.625627517700195,13500000,1000.0,9.0,6.0,5.0,0.0,"['Bon état', '10-20 ans']",13500.0
Appartements,Maârif Extension,33.57989784048601,-7.65011491253972,790000,99.0,3.0,2.0,2.0,5.0,"['Bon état', '10-20 ans']",7979.79797979798
Appartements,Bourgogne Est,33.597217826874385,-7.636989842327893,1250000,51.0,2.0,1.0,1.0,4.0,"['Bon état', '1-5 ans']",24509.803921568626
Appartements,Ain Diab,,,880000,58.0,2.0,1.0,1.0,7.0,"['Bon état', '10-20 ans']",15172.413793103447
Appartements,Oulfa,33.55627344791359,-7.67918586730957,450000,60.0,4.0,2.0,1.0,1.0,"['Bon état', '5-10 ans']",7500.0
Appartements,Racine,33.592458238962855,-7.648158073425293,2990000,143.0,4.0,3.0,2.0,2.0,['Bon état'],20909.090909090908
Appartements,Riviera,33.56163776372238,-7.64124870300293,2225000,117.0,4.0,3.0,2.0,,['Nouveau'],19017.094017094016
Appartements,La Gironde,,,1350000,97.0,4.0,2.0,2.0,5.0,"['Bon état', '10-20 ans']",13917.525773195875
Villas,Sidi Maarouf,33.51821300640254,-7.644338607788086,4500000,440.0,5.0,4.0,3.0,0.0,['Bon état'],10227.272727272728
Appartements,Sidi Maarouf,33.50905310624185,-7.671375274658203,1130000,80.0,3.0,2.0,2.0,3.0,"['Nouveau', '1-5 ans']",14125.0
Appartements,Aïn Sebaâ,,,680000,64.0,2.0,1.0,1.0,3.0,"['Nouveau', '5-10 ans']",10625.0
Maisons,Hay Hassani,32.34023266790936,-7.437744140625,500000,240.0,3.0,2.0,1.0,0.0,"['Bon état', '5-10 ans']",2083.3333333333335
Appartements,Palmier,33.580946541729524,-7.629060745239258,3060000,170.0,5.0,3.0,2.0,,['Bon état'],18000.0
Appartements,Triangle d'Or,,,3600000,227.0,4.0,3.0,2.0,,['Bon état'],15859.030837004406
Appartements,CIL (Hay Salam),,,2700000,164.0,4.0,2.0,2.0,,['Bon état'],16463.414634146342
Villas,Californie,33.539159054141194,-7.626593112945557,15500000,1025.0,7.0,4.0,5.0,0.0,"['Nouveau', '10-20 ans']",15121.951219512195
Appartements,Gauthier,,,3300000,165.0,4.0,3.0,2.0,,[],20000.0
Villas,Casablanca,,,40000000,1800.0,,1.0,1.0,0.0,[],22222.222222222223
Appartements,Tantonville,33.56851254131791,-7.618857622146635,1450000,81.0,3.0,2.0,1.0,2.0,"['Bon état', '10-20 ans']",17901.234567901236
Appartements,Triangle d'Or,33.5883438817745,-7.64025238635088,1900000,91.0,4.0,2.0,2.0,1.0,"['Bon état', '5-10 ans']",20879.120879120877
Appartements,Les Hôpitaux,33.57279674943844,-7.621335491369223,1100000,79.0,3.0,2.0,1.0,2.0,"['Bon état', '10-20 ans']",13924.050632911392
Appartements,Oasis,33.554560898275575,-7.63934072826018,1900000,80.0,3.0,2.0,2.0,,"['Nouveau', ""Moins d'un an""]",23750.0
Appartements,Les Hôpitaux,,,1500000,111.0,4.0,3.0,2.0,4.0,"['Bon état', '10-20 ans']",13513.513513513513
Appartements,La Gironde,33.58505803848486,-7.601637840270996,1500000,100.0,4.0,2.0,2.0,5.0,"['Bon état', '10-20 ans']",15000.0
Villas,Habbous,33.54729641431625,-7.580845355987549,5400000,420.0,5.0,4.0,2.0,0.0,"['À rénover', '30-50 ans']",12857.142857142857
Appartements,Val Fleury,33.57519011717882,-7.636785507202148,1950000,139.0,3.0,3.0,2.0,3.0,"['Bon état', '5-10 ans']",14028.776978417267
Appartements,Maârif,33.58602331802259,-7.636442184448242,3200000,256.0,4.0,3.0,2.0,4.0,['Bon état'],12500.0
Appartements,Ain Chock,33.53557181183434,-7.61507990198956,1680000,105.0,4.0,2.0,2.0,2.0,"['Nouveau', ""Moins d'un an""]",16000.0
Appartements,Les princesses,33.57154299116339,-7.636313438415527,1200000,68.0,3.0,1.0,1.0,1.0,"['Nouveau', ""Moins d'un an""]",17647.058823529413
Appartements,Benjdia,33.5838525,-7.61191500000001,1310000,107.0,4.0,3.0,2.0,1.0,"['Bon état', '5-10 ans']",12242.990654205607
Appartements,Gauthier,33.58891909184207,-7.628674507141113,1500000,79.0,3.0,2.0,1.0,8.0,"['Bon état', '10-20 ans']",18987.3417721519
Appartements,Oulfa,,,997000,95.0,5.0,3.0,1.0,1.0,"['Bon état', '1-5 ans']",10494.736842105263
Appartements,Sidi Moumen,33.58770359367981,-7.524046897888184,570000,77.0,4.0,2.0,1.0,2.0,"['Bon état', '1-5 ans']",7402.597402597403
Villas,Oasis,,,9500000,930.0,8.0,5.0,4.0,0.0,['À rénover'],10215.053763440861
Appartements,Hay Zobir,33.583556471073265,-7.579107284545898,340000,55.0,3.0,2.0,1.0,1.0,"['Bon état', '5-10 ans']",6181.818181818182
Appartements,Triangle d'Or,33.582734173084866,-7.675838470458984,1700000,86.0,3.0,2.0,2.0,5.0,['Bon état'],19767.441860465115
Appartements,Al Qods,33.62191857632938,-7.484062357880845,1000000,94.0,3.0,2.0,2.0,1.0,"['Bon état', '5-10 ans']",10638.297872340425
Appartements,Ain Chock,33.5382124876372,-7.603125117940664,530000,60.0,3.0,2.0,1.0,3.0,"['Bon état', '5-10 ans']",8833.333333333334
Villas,Casablanca,,,5500000,300.0,,3.0,3.0,0.0,[],18333.333333333332
Appartements,Belvédère,33.5895625839363,-7.59678840637207,1580000,110.0,4.0,2.0,1.0,,"['Nouveau', '5-10 ans']",14363.636363636364
Appartements,Ferme Bretonne (Hay Arraha),33.5608510182527,-7.647085189819336,2500000,132.0,3.0,2.0,3.0,3.0,"['Nouveau', ""Moins d'un an""]",18939.39393939394
Appartements,Bourgogne Ouest,,,1200000,82.0,3.0,2.0,1.0,2.0,"['À rénover', '10-20 ans']",14634.146341463415
Appartements,Nassim 1,33.608936597504766,-7.623438835144043,1270000,115.0,5.0,3.0,2.0,1.0,"['Bon état', '5-10 ans']",11043.478260869566
Appartements,Oulfa,33.55627344791359,-7.67918586730957,300000,54.0,3.0,2.0,1.0,4.0,"['Bon état', '1-5 ans']",5555.555555555556
Appartements,Maârif Extension,33.57987394514173,-7.646827697753906,1450000,112.0,4.0,2.0,1.0,2.0,['Bon état'],12946.42857142857
Appartements,Bourgogne Ouest,,,2700000,164.0,6.0,3.0,2.0,,['Bon état'],16463.414634146342
Appartements,CIL (Hay Salam),33.573075874911275,-7.653558292372679,1650000,111.0,3.0,2.0,2.0,,"['Bon état', '30-50 ans']",14864.864864864865
Villas,Nassim 1,33.532320995816875,-7.654714788488292,9500000,500.0,8.0,5.0,4.0,0.0,['Bon état'],19000.0
Appartements,Californie,33.53595755299843,-7.625627517700195,1750000,125.0,5.0,3.0,2.0,1.0,"['Nouveau', '1-5 ans']",14000.0
Villas,Oulfa,,,3950000,400.0,7.0,4.0,4.0,0.0,"['Bon état', '1-5 ans']",9875.0
Appartements,Bernoussi,33.610187537328144,-7.506923675537109,400000,74.0,4.0,3.0,1.0,4.0,"['Bon état', '5-10 ans']",5405.405405405405
Appartements,Bourgogne Ouest,33.598304662993705,-7.644252777099609,2089000,137.0,8.0,3.0,3.0,5.0,"['Bon état', '10-20 ans']",15248.175182481751
Appartements,Roches Noires,,,880000,75.0,3.0,2.0,1.0,1.0,"['Bon état', '10-20 ans']",11733.333333333334
Appartements,Belvédère,33.5895625839363,-7.59678840637207,720000,66.0,2.0,1.0,2.0,,"['Bon état', '1-5 ans']",10909.09090909091
Appartements,Belvédère,33.5889190918421,-7.62867450714111,780000,88.0,3.0,2.0,1.0,4.0,"['Bon état', '10-20 ans']",8863.636363636364
Appartements,Maârif Extension,33.5948533369538,-7.61876106262207,700000,63.0,3.0,2.0,1.0,2.0,"['Bon état', '30-50 ans']",11111.111111111111
Appartements,Bourgogne Ouest,,,1340000,124.0,3.0,2.0,2.0,1.0,"['Bon état', '10-20 ans']",10806.451612903225
Appartements,Anassi,,,500000,69.0,4.0,3.0,2.0,,"['Bon état', '10-20 ans']",7246.376811594203
Appartements,Sidi Maarouf,,,420000,59.0,3.0,2.0,1.0,1.0,"['Bon état', '10-20 ans']",7118.64406779661
Appartements,Maârif Extension,,,1030000,100.0,3.0,2.0,2.0,3.0,"['Bon état', '5-10 ans']",10300.0
Appartements,Beauséjour,,,1200000,98.0,2.0,2.0,1.0,,"['Bon état', ""Moins d'un an""]",12244.897959183674
Appartements,Racine,,,2100000,113.0,4.0,3.0,2.0,,[],18584.070796460175
Appartements,Hay Al Amal,,,1600,33.0,1.0,1.0,1.0,3.0,"['Bon état', '20-30 ans']",48.484848484848484
Appartements,Nassim 2,33.602109720369974,-7.626743316650391,1450000,143.0,5.0,3.0,2.0,2.0,"['Nouveau', '1-5 ans']",10139.86013986014
Appartements,Gauthier,,,3000000,155.0,5.0,3.0,2.0,,['Bon état'],19354.83870967742
Appartements,Racine,,,3950000,160.0,7.0,3.0,3.0,3.0,['Nouveau'],24687.5
Appartements,Ferme Bretonne (Hay Arraha),33.5722938826452,-7.67884254455566,1130000,82.0,3.0,2.0,2.0,3.0,"['Nouveau', '1-5 ans']",13780.487804878048
Appartements,Racine,33.592458238962855,-7.648158073425293,5100000,275.0,8.0,3.0,3.0,2.0,['Bon état'],18545.454545454544
Appartements,Gauthier,33.58891909184207,-7.628674507141113,950000,64.0,1.0,1.0,1.0,1.0,"['Bon état', '10-20 ans']",14843.75
Appartements,Racine,,,3150000,160.0,7.0,3.0,3.0,3.0,"['Bon état', '10-20 ans']",19687.5
Villas,Anfa Supérieur,33.58714946383476,-7.662556171417208,24000000,805.0,6.0,4.0,3.0,0.0,"['Bon état', '5-10 ans']",29813.66459627329
Appartements,Ferme Bretonne (Hay Arraha),,,1200000,59.0,2.0,1.0,1.0,,['Bon état'],20338.98305084746
Appartements,Ferme Bretonne (Hay Arraha),,,2086500,107.0,4.0,3.0,2.0,3.0,['Bon état'],19500.0
Appartements,Beauséjour,33.56163776372238,-7.64124870300293,1300000,96.0,1.0,2.0,2.0,4.0,"['Nouveau', ""Moins d'un an""]",13541.666666666666
Appartements,Les Hôpitaux,,,2500000,210.0,5.0,3.0,2.0,1.0,"['Bon état', '10-20 ans']",11904.761904761905
Appartements,Mers Sultan,33.57955216356586,-7.611980438232422,2500000,158.0,5.0,3.0,2.0,4.0,"['Bon état', '10-20 ans']",15822.784810126583
Appartements,Maârif,33.58602331802259,-7.636442184448242,1150000,101.0,1.0,3.0,2.0,2.0,"['Bon état', '20-30 ans']",11386.138613861385
Appartements,Les princesses,33.54399075754889,-7.616410168650106,2100000,116.0,3.0,3.0,2.0,4.0,"['Nouveau', ""Moins d'un an""]",18103.44827586207
Appartements,Franceville,,,1610000,115.0,4.0,3.0,2.0,4.0,"['Bon état', '10-20 ans']",14000.0
Appartements,Belvédère,,,1100000,95.0,3.0,2.0,2.0,2.0,"['Bon état', '10-20 ans']",11578.947368421053
Appartements,Belvédère,,,1850000,134.0,1.0,3.0,2.0,5.0,"['Bon état', '10-20 ans']",13805.970149253732
Maisons,Hay Mohammadi,33.59077805590753,-7.572541236877441,3000000,158.0,1.0,15.0,5.0,0.0,"['Bon état', '30-50 ans']",18987.3417721519
Appartements,Maârif Extension,33.57154299116339,-7.636313438415527,1200000,56.0,2.0,1.0,1.0,4.0,"['Bon état', '5-10 ans']",21428.571428571428
Appartements,Bourgogne Est,,,1650000,118.0,4.0,3.0,2.0,2.0,"['Bon état', '10-20 ans']",13983.050847457627
Appartements,Maârif Extension,,,1850000,126.0,4.0,3.0,2.0,,"['Bon état', '5-10 ans']",14682.539682539682
Appartements,Maârif,,,1120000,81.0,4.0,2.0,2.0,5.0,['Bon état'],13827.160493827161
Appartements,Val Fleury,33.57519011717882,-7.636785507202148,1590000,124.0,3.0,2.0,1.0,1.0,"['Bon état', '5-10 ans']",12822.58064516129
Appartements,Les princesses,33.57154299116339,-7.636313438415527,1000000,42.0,2.0,1.0,1.0,5.0,"['Nouveau', ""Moins d'un an""]",23809.52380952381
Appartements,Gauthier,,,2050000,113.0,4.0,2.0,2.0,5.0,"['Bon état', '10-20 ans']",18141.59292035398
Villas,Ain Diab Extension,,,7100000,365.0,10.0,5.0,3.0,0.0,"['Bon état', '5-10 ans']",19452.054794520547
Appartements,Les princesses,33.57662032061265,-7.650861740112305,4500000,261.0,5.0,3.0,2.0,,"['Bon état', '10-20 ans']",17241.379310344826
Appartements,Californie,,,960000,95.0,5.0,3.0,1.0,4.0,"['Bon état', '5-10 ans']",10105.263157894737
Appartements,Hay Hassani,33.57229388264518,-7.678842544555664,1500000,124.0,3.0,3.0,2.0,2.0,"['Bon état', '10-20 ans']",12096.774193548386
Appartements,Val Fleury,33.57519011717882,-7.636785507202148,1200000,55.0,3.0,1.0,1.0,2.0,"['Nouveau', ""Moins d'un an""]",21818.18181818182
Appartements,Oulfa,33.55627344791359,-7.67918586730957,660000,72.0,4.0,2.0,2.0,,['Bon état'],9166.666666666666
Appartements,Centre Ville,33.59485333695376,-7.61876106262207,450000,40.0,3.0,2.0,1.0,1.0,"['Bon état', '20-30 ans']",11250.0
Maisons,Sidi Maarouf,33.51821300640254,-7.644338607788086,2200000,80.0,7.0,5.0,2.0,0.0,['Bon état'],27500.0
Appartements,Oulfa,,,1100000,97.0,3.0,3.0,2.0,2.0,"['Bon état', '5-10 ans']",11340.20618556701
Appartements,Moulay Youssef,33.57311,-7.58984,3725000,146.0,4.0,3.0,3.0,4.0,[],25513.698630136987
Appartements,Palmier,,,17000,143.0,4.0,3.0,3.0,2.0,"['Nouveau', '5-10 ans']",118.88111888111888
Appartements,Les Hôpitaux,33.57797899192462,-7.62000560760498,2100000,196.0,4.0,3.0,2.0,4.0,"['Bon état', '10-20 ans']",10714.285714285714
Appartements,Maârif,33.58602331802259,-7.636442184448242,1220000,75.0,3.0,2.0,1.0,5.0,"['Bon état', '5-10 ans']",16266.666666666666
Appartements,Anfa,33.596175974504256,-7.657470703125,950000,46.0,2.0,1.0,1.0,4.0,"['Bon état', '5-10 ans']",20652.17391304348
Appartements,La Gironde,33.58505803848486,-7.601637840270996,830000,83.0,3.0,2.0,1.0,5.0,"['Bon état', '5-10 ans']",10000.0
Appartements,Californie,33.53595755299843,-7.625627517700195,1400000,120.0,8.0,3.0,1.0,3.0,"['Bon état', '10-20 ans']",11666.666666666666
Appartements,Hay Lmkansa,33.53461794634182,-7.577340136608512,800000,73.0,3.0,2.0,1.0,2.0,"['Bon état', '10-20 ans']",10958.90410958904
Appartements,Oulfa,32.34023266790936,-7.437744140625,720000,102.0,5.0,3.0,1.0,2.0,['Bon état'],7058.823529411765
Appartements,Californie,33.53595755299843,-7.625627517700195,2000000,149.0,4.0,2.0,2.0,,"['Nouveau', '1-5 ans']",13422.818791946309
Villas,Californie,33.53595755299843,-7.625627517700195,7800000,440.0,8.0,4.0,3.0,0.0,"['Nouveau', '5-10 ans']",17727.272727272728
Appartements,Belvédère,33.5895625839363,-7.59678840637207,1000100,71.0,3.0,2.0,2.0,3.0,"['Nouveau', '1-5 ans']",14085.915492957747
Appartements,Racine,33.588124603653,-7.644016742706214,7000000,350.0,7.0,3.0,3.0,1.0,"['Nouveau', '1-5 ans']",20000.0
Appartements,Gauthier,,,3150000,138.0,6.0,2.0,2.0,6.0,['Nouveau'],22826.08695652174
Appartements,Casablanca Finance City,33.5585265011327,-7.605092525482178,6200000,206.0,10.0,3.0,3.0,8.0,"['Nouveau', '1-5 ans']",30097.087378640776
Appartements,Triangle d'Or,33.582734173084866,-7.675838470458984,5400000,373.0,6.0,3.0,3.0,1.0,['Bon état'],14477.21179624665
Appartements,Plateau (Al Batha),33.57154299116339,-7.636313438415527,2350000,130.0,4.0,3.0,2.0,4.0,"['Bon état', '1-5 ans']",18076.923076923078
Appartements,Maârif,33.586434452324205,-7.636935710906954,4900000,188.0,7.0,3.0,2.0,4.0,"['Bon état', '5-10 ans']",26063.82978723404
Appartements,Maârif Extension,33.57987394514173,-7.646827697753906,1850000,105.0,3.0,2.0,2.0,5.0,['Bon état'],17619.04761904762
Appartements,Les princesses,,,1650000,100.0,3.0,2.0,2.0,1.0,['Bon état'],16500.0
Villas,CIL (Hay Salam),33.57135705693796,-7.658865451812574,4500000,286.0,9.0,3.0,3.0,0.0,['Bon état'],15734.265734265735
Appartements,Californie,,,2950000,171.0,5.0,3.0,3.0,,['Bon état'],17251.461988304094
Appartements,Bernoussi,,,400000,84.0,3.0,2.0,1.0,1.0,"['Bon état', '5-10 ans']",4761.9047619047615
Appartements,Sidi Maarouf,33.51821300640254,-7.644338607788086,660000,62.0,3.0,2.0,1.0,2.0,"['Bon état', '10-20 ans']",10645.161290322581
Appartements,Bernoussi,33.610187537328144,-7.506923675537109,650000,84.0,4.0,3.0,2.0,3.0,"['Bon état', '5-10 ans']",7738.0952380952385
Villas,Anfa,33.596175974504256,-7.657470703125,6300000,360.0,7.0,3.0,4.0,0.0,['Bon état'],17500.0
Appartements,Californie,33.53595755299843,-7.625627517700195,1250000,89.0,3.0,2.0,2.0,4.0,"['Bon état', '5-10 ans']",14044.943820224718
Appartements,Les princesses,,,1250000,80.0,6.0,2.0,2.0,3.0,"['Bon état', '10-20 ans']",15625.0
Appartements,Aïn Sebaâ,,,750000,76.0,6.0,2.0,2.0,4.0,"['Nouveau', ""Moins d'un an""]",9868.421052631578
Appartements,Aïn Sebaâ,,,1050000,110.0,6.0,2.0,2.0,1.0,"['Nouveau', ""Moins d'un an""]",9545.454545454546
Appartements,Aïn Sebaâ,,,934500,89.0,6.0,2.0,2.0,2.0,"['Nouveau', ""Moins d'un an""]",10500.0
Appartements,Aïn Sebaâ,,,934500,100.0,6.0,2.0,2.0,3.0,['Nouveau'],9345.0
Appartements,Aïn Sebaâ,,,616000,56.0,3.0,1.0,1.0,1.0,"['Nouveau', ""Moins d'un an""]",11000.0
Appartements,Aïn Sebaâ,33.613068914837,-7.525504278639175,770000,70.0,4.0,1.0,2.0,1.0,"['Nouveau', ""Moins d'un an""]",11000.0
Appartements,Aïn Sebaâ,33.613068914837,-7.525504278639175,693000,65.0,3.0,1.0,1.0,1.0,"['Nouveau', ""Moins d'un an""]",10661.538461538461
Appartements,Les Hôpitaux,33.57797899192462,-7.62000560760498,1900000,156.0,5.0,3.0,2.0,,"['Bon état', '20-30 ans']",12179.48717948718
Villas,Ain Diab,,,30000000,2100.0,8.0,5.0,5.0,0.0,"['Bon état', '10-20 ans']",14285.714285714286
Villas,Ain Diab,,,50000000,1250.0,7.0,5.0,6.0,0.0,"['À rénover', '5-10 ans']",40000.0
Appartements,Oulfa,33.55627344791359,-7.67918586730957,1350000,124.0,7.0,3.0,2.0,3.0,['Bon état'],10887.09677419355
Appartements,Racine,,,1550000,75.0,2.0,1.0,2.0,1.0,"['Nouveau', '1-5 ans']",20666.666666666668
Appartements,Val Fleury,33.57519011717882,-7.636785507202148,2950000,243.0,4.0,3.0,2.0,,['Bon état'],12139.91769547325
Appartements,Aïn Sebaâ,33.6075647709842,-7.523328640995089,1520000,150.0,7.0,5.0,3.0,1.0,"['Bon état', '5-10 ans']",10133.333333333334
Appartements,Al Osra,33.53762376555752,-7.578839952019422,1200000,114.0,4.0,3.0,1.0,15.0,"['Bon état', '10-20 ans']",10526.315789473685
Appartements,Bourgogne Ouest,33.598304662993705,-7.644252777099609,950000,63.0,2.0,2.0,2.0,3.0,"['Bon état', '10-20 ans']",15079.36507936508
Appartements,Bernoussi,33.610187537328144,-7.506923675537109,750000,82.0,3.0,2.0,1.0,3.0,"['Bon état', '10-20 ans']",9146.341463414634
Appartements,Bourgogne Ouest,33.59325983203492,-7.637889029981096,3100000,179.0,3.0,3.0,2.0,4.0,"['Bon état', '5-10 ans']",17318.435754189944
Appartements,Anfa,33.596175974504256,-7.657470703125,2200000,175.0,3.0,3.0,2.0,4.0,"['Bon état', '20-30 ans']",12571.42857142857
Appartements,Bourgogne Ouest,,,770000,87.0,4.0,2.0,1.0,4.0,"['Bon état', '20-30 ans']",8850.574712643678
Appartements,Bourgogne Ouest,33.59479276318546,-7.642139200000003,3200000,191.0,3.0,3.0,3.0,4.0,"['Nouveau', '1-5 ans']",16753.92670157068
Appartements,Roches Noires,33.59837593341011,-7.580639942371761,800000,107.0,2.0,2.0,1.0,,"['Bon état', '10-20 ans']",7476.6355140186915
Appartements,Bourgogne Ouest,33.59882555451926,-7.6485278913803825,1330000,90.0,4.0,2.0,2.0,2.0,"['Bon état', '5-10 ans']",14777.777777777777
Appartements,Maârif Extension,,,1350000,103.0,3.0,2.0,2.0,2.0,"['Bon état', '5-10 ans']",13106.796116504855
Appartements,Ain Borja,,,640000,64.0,3.0,1.0,1.0,1.0,"['Bon état', '5-10 ans']",10000.0
Appartements,Aïn Sebaâ,,,580000,62.0,3.0,2.0,1.0,,"['Bon état', '10-20 ans']",9354.838709677419
Appartements,Tacharouk (Hay Al Walaa),,,350000,70.0,3.0,3.0,2.0,,['Bon état'],5000.0
Maisons,Hay Tarik,33.569111488217,-7.553915977478027,1150000,81.0,6.0,3.0,3.0,0.0,"['Bon état', '20-30 ans']",14197.530864197532
Appartements,Maârif,33.58602331802259,-7.636442184448242,1200000,80.0,8.0,2.0,1.0,3.0,"['Bon état', '10-20 ans']",15000.0
Appartements,Gauthier,33.58891909184207,-7.628674507141113,2900000,175.0,4.0,3.0,2.0,,['Bon état'],16571.428571428572
Appartements,Racine,,,3400000,143.0,4.0,3.0,2.0,,[],23776.223776223775
Villas,Anfa,,,18000000,1079.0,,4.0,2.0,0.0,[],16682.113067655235
Appartements,Casablanca,,,850000,37.0,,1.0,1.0,3.0,[],22972.972972972973
Appartements,Bernoussi,,,340000,66.0,3.0,1.0,1.0,3.0,"['Bon état', '5-10 ans']",5151.515151515152
Villas,Ain Diab,33.58630932470067,-7.671375274658203,44000000,2250.0,8.0,4.0,4.0,0.0,['Bon état'],19555.555555555555
Appartements,Ferme Bretonne (Hay Arraha),33.5608510182527,-7.647085189819336,1850000,99.0,3.0,2.0,2.0,,['Bon état'],18686.868686868685
Appartements,Maârif Extension,33.57987394514173,-7.646827697753906,1450000,99.0,2.0,2.0,1.0,3.0,['Bon état'],14646.464646464647
Appartements,Centre Ville,,,585000,45.0,1.0,1.0,1.0,,['Nouveau'],13000.0
Appartements,Val Fleury,33.57519011717882,-7.636785507202148,2100000,180.0,5.0,3.0,2.0,,['Bon état'],11666.666666666666
Appartements,Californie,33.53595755299843,-7.625627517700195,2100000,134.0,4.0,3.0,2.0,3.0,"['Bon état', '5-10 ans']",15671.641791044776
Appartements,Val Fleury,33.57519011717882,-7.636785507202148,1530000,120.0,3.0,3.0,2.0,,"['Bon état', '10-20 ans']",12750.0
Appartements,Ain Borja,33.58732340000002,-7.577711899999997,700000,77.0,3.0,2.0,1.0,5.0,"['Bon état', '5-10 ans']",9090.90909090909
Appartements,Racine,,,3400000,195.0,4.0,3.0,2.0,5.0,"['Bon état', '10-20 ans']",17435.897435897437
Appartements,Palmier,33.580946541729524,-7.629060745239258,2600000,172.0,5.0,3.0,2.0,,['Bon état'],15116.279069767443
Appartements,Oulfa,33.55627344791359,-7.67918586730957,980000,85.0,3.0,2.0,1.0,2.0,"['Bon état', '5-10 ans']",11529.411764705883
Appartements,Al Qods,33.557167523684654,-7.59829044342041,660000,72.0,3.0,2.0,1.0,3.0,"['Bon état', '1-5 ans']",9166.666666666666
Appartements,Racine Extension,33.59056356209817,-7.640819549560547,3000000,150.0,5.0,3.0,2.0,1.0,"['Bon état', '10-20 ans']",20000.0
Appartements,Ain Diab,,,2650000,77.0,2.0,1.0,1.0,2.0,['Bon état'],34415.58441558442
Appartements,Palmier,,,1300000,65.0,3.0,2.0,2.0,4.0,"['Nouveau', ""Moins d'un an""]",20000.0
Appartements,Hay Chrifa,33.53480913110469,-7.607971876858812,960000,81.0,5.0,2.0,2.0,2.0,['Bon état'],11851.851851851852
Appartements,Tantonville,33.56632232698248,-7.619233131408691,1850000,160.0,5.0,3.0,3.0,1.0,"['Bon état', '20-30 ans']",11562.5
Appartements,La Gironde,33.58505803848486,-7.601637840270996,850000,76.0,6.0,2.0,2.0,2.0,"['Nouveau', ""Moins d'un an""]",11184.21052631579
Villas,Hay Hassani,,,2250000,350.0,8.0,6.0,2.0,0.0,"['Bon état', '5-10 ans']",6428.571428571428
Maisons,Beausite,,,4999000,119.0,7.0,3.0,4.0,0.0,"['Bon état', '10-20 ans']",42008.403361344535
Appartements,Al Qods,,,850000,95.0,3.0,2.0,1.0,3.0,"['Bon état', '5-10 ans']",8947.368421052632
Appartements,Ferme Bretonne (Hay Arraha),33.56300115989288,-7.644096099999984,1850000,102.0,3.0,3.0,2.0,2.0,"['Bon état', '1-5 ans']",18137.254901960783
Appartements,Aïn Sebaâ,33.60703465635644,-7.519663345742515,660000,74.0,4.0,3.0,1.0,4.0,['Bon état'],8918.918918918918
Appartements,Gauthier,,,2100000,125.0,3.0,3.0,2.0,,['Nouveau'],16800.0
Appartements,Val Fleury,33.57537299463748,-7.637854836046188,7000,124.0,4.0,3.0,2.0,3.0,"['Bon état', '10-20 ans']",56.45161290322581
Appartements,Maârif,33.58602331802259,-7.636442184448242,1490000,92.0,3.0,2.0,2.0,4.0,"['Bon état', ""Moins d'un an""]",16195.652173913044
Appartements,Roches Noires,,,900000,96.0,3.0,2.0,2.0,4.0,"['Bon état', '5-10 ans']",9375.0
Appartements,Bernoussi,,,380000,50.0,3.0,2.0,1.0,4.0,"['Bon état', '5-10 ans']",7600.0
Appartements,Casablanca Finance City,,,2016500,109.0,3.0,2.0,2.0,,['Nouveau'],18500.0
Appartements,Oulfa,33.53977830000001,-7.678951400000017,1200000,143.0,6.0,3.0,1.0,,"['Bon état', '10-20 ans']",8391.608391608392
Appartements,Anassi,33.58768252651196,-7.499525492737519,380000,60.0,1.0,2.0,1.0,3.0,"['Bon état', '5-10 ans']",6333.333333333333
Appartements,Casablanca Finance City,33.5585265011327,-7.605092525482178,6200000,257.0,5.0,4.0,3.0,1.0,['Nouveau'],24124.513618677043
Appartements,Casablanca Finance City,33.5585265011327,-7.605092525482178,3025000,126.0,3.0,2.0,2.0,1.0,['Nouveau'],24007.93650793651
Maisons,La Floride,,,2800000,303.0,7.0,5.0,5.0,0.0,"['Bon état', '5-10 ans']",9240.924092409241
Appartements,Sidi Moumen,,,550000,79.0,1.0,2.0,1.0,1.0,"['Bon état', '20-30 ans']",6962.025316455696
Appartements,Mandarona,33.533508386837234,-7.613197749632633,1700000,99.0,2.0,3.0,1.0,3.0,"['Bon état', '5-10 ans']",17171.717171717173
Villas,Aïn Sebaâ,,,3600000,392.0,4.0,10.0,4.0,0.0,"['Bon état', '20-30 ans']",9183.673469387755
Appartements,Racine,33.5860217527853,-7.6418801955878735,5990000,244.0,3.0,3.0,3.0,5.0,"['Bon état', '5-10 ans']",24549.180327868853
Villas,Anfa,,,36000000,1600.0,10.0,5.0,5.0,0.0,"['Bon état', '10-20 ans']",22500.0
